,Job Title,Company Name ,Location,Country,Employment Type,Experience Needed,Description,Requirments
319,Accounting Manager,Confidential,"Heliopolis, Cairo", Egypt,['Full Time'],Manager,"['Monitor and analyze accounting data and produce financial reports or statements', 'Establish and enforce proper accounting methods, policies and principles', 'Coordinate and complete\xa0periodic and annual audits', 'Provide recommendations', 'Improve systems and procedures and initiate corrective actions', 'Assign projects and direct staff to ensure compliance and accuracy', 'Establish and maintain fiscal files and records to document transactions', 'Handling all finance, accounting, and tax work', 'Set internal controls, and prepare and maintain an effective and efficient document cycle', 'Prepare monthly VAT reports, quarterly withholding tax reports, salary tax reports, and social security insurance reports and any report required by the tax auditor to submit and pay it to the respected tax authority or governmental departments on their respected due dates', 'Coordinate and complete quarterly and annual financial statements of the company', 'Cooperate with financial auditors, to prepare and fulfill all audit requirements needed to complete the audit and obtain audited financial statements', 'Organized and properly file financial and accounting documents for safe keeping', 'Determine the most appropriate costing method and prepare cost per unit reports for all types of inventories', 'Monitor and control the company expenses', 'Monitor accounts receivable and cash collection to ensure a good cash flow- Maintain the overall financial health of the organization', 'Responsible for day-to-day finance and accounts operations.Accounts payable/receivableCash receiptsGeneral ledgerTreasury, budgetingCash forecastingRevenue and expenditure variance analysisCapital assets reconciliationsTrust account statement reconciliations,Fixed asset activity\xa0Perform daily accounting transactions and operating activities', 'Accounts payable/receivable', 'Cash receipts', 'General ledger', 'Treasury, budgeting', 'Cash forecasting', 'Revenue and expenditure variance analysis', 'Capital assets reconciliations', 'Trust account statement reconciliations', 'Fixed asset activity', 'Perform daily accounting transactions and operating activities']","['years +, \xa05 in the same position', 'years in construction company', 'Good command of English', 'Bachelor degree in Accounting', 'Ability to manipulate large amounts of data', 'Advanced computer skills on MS Office, accounting software and databases', 'Good understanding of accounting and financial reporting principles and practices']"
320,Senior AP Accountant,Elshennawy Group,"New Cairo, Cairo", Egypt,['Full Time'],Experienced,"['Controlling all accounts payable entries on the system', 'Ensure the accuracy of the system records and archiving files', 'Ensuring the submission of the payments on time without any delay or penalties', 'Submitting the closing with the full set of reports by end of the of each month By Second working day', 'Maintaining sufficient controls over AP Area', 'Establish and maintain effective way in dealing with different vendors that ensure their satisfaction without comprising in controls', 'Ensure applying three-way matching with all invoices received from clients', 'Ensure taking necessary approval from the budget holders before processing the payment', 'Ensure timely payment for all suppliers within agreed payment terms approval from the company', 'Ensure proper booking over different cost / profit center & GL Accounts', 'Timely Tax submission Income, payroll and withholding Tax reporting', 'Extracting the required document and ensure proper filing for all supporting documents required', 'Responsible for maintaining all master data in the booking system & all related x-ref table to increase efficiency of accounting reporting systems']","['BS degree in Accounting, Finance or relevant', 'Experience: 5-7 years of experience in Construction', 'Location : HO ,Fifth Settlement']"
321,Pharmaceutical Account Manager,Target for Chemicals industry and trade,"Bourj Alarab, Alexandria", Egypt,['Full Time'],Manager,"['Maximizing revenue from a major/key account in order to achieve agreed revenue targets/sales quotas', 'Managing strategic business plans regarding major/key client accounts to achieve sales revenue/sales quota targets', 'Working closely with the client to determine their present and future needs and proposing suitable products and upgrades in order to maintain and grow revenue for the organization', 'Acting as the main interface between the client and the organization to ensure an optimal level of service is provided at all times', 'Participate in the account planning process', 'Conducting product demonstrations (where applicable) and coordinating the preparation of sales proposals, tenders/bids, contracts, and account management plans', 'Other duties as assigned']",['B.Sc. degree in Pharmacy or equivalent']
322,Treasury Accountant,Capital Link Developments,"New Cairo, Cairo", Egypt,['Full Time'],Experienced,"['Receive & Document cash and checks', 'Preparing Daily reports', 'Coordinates daily finance operations including bank matters and prepares daily journals while ensuring all business transactions are recorded', 'Prepares bank reconciliation', 'Updates financial data in databases', 'Posts customer payments by recording cash, checks, and credit card transactions', 'Updates account receivable and assist with the issuance of the invoice, ensuring the accuracy of all invoices', 'Follows established procedures for processing receipts for cash & cheques', 'Monitors cash flow and control money transmission tools', 'Handles the cash/treasury management system', 'Ensures that sufficient funds are available to meet ongoing operational requirements', 'Assesses the impact of problems such as late payments and limited cash flow', 'Reviews the interest calculations and ensures compliance with loans and overdraft agreements', 'Coordinates with the Finance team']","['Bachelor’s Degree in Accounting/Finance', 'Experience with online banking systems', 'Previous experience in treasury', 'Previous experience in Real Estate development companies', 'Experience: From 3 to 6 years', 'Excellent in Excel Accounting', 'Excellent in Financial Analysis', 'Attention to details', 'Very good Communication skills']"
323,Finance Manager,Confidential,"th of October, Giza", Egypt,['Full Time'],Manager,"['Participate in the development of the company strategy and provide all information required to support the decision-making process', 'Develop and follow-up the implementation of the financial strategy to achieve business objectives and take all necessary actions for improvement on time', 'Develop the finance and admin annual plan and budget including annual targets, projects, and all actions to achieve business objectives', 'Design, implement, and improve the finance and admin policies, processes, and procedures including cash management, assets management, purchasing, credit, inventory, custodies and all other policies', 'Develop and ensure the implementation of accounting information system and Knowledge Management to preserve know-how and secure all financial data and make it current and available when needed', 'Maintain fixed asset records and related depreciation accounts', 'Assure that accounting records are prepared and maintained in accordance with Egyptian Accounting Standards (EAS), company accounting policies, chart of accounts, and any other relevant accounting principles and practices', 'Monitor all legal changes and requirements and take all needed actions and procedures to ensure legal compliance', 'Issue financial reports on time and develop all needed procedures to ensure the accuracy and on time dissemination of information', 'Coordinate with external entities including financial auditors, tax advisor, and tax authorities', 'Maintain proper internal controls and procedures to ensure accuracy of records, and the processing of receivables, payables and other accounting transactions', 'Managing company payables for all external vendor', 'Managing company receivables from all customers', 'Follow-up with customers to collect due checks to ensure cash balance', 'Control all cash according to procedures and in compliance with policy to support business needs and mitigate cash risk', 'Project and control the tax obligations to minimize tax risk and develop the required procedures to ensure compliance to Egyptian tax codes', 'Manage relations with banks to ensure getting the best financial services and facilitation']","['Excellent command of English', 'Advanced computer skills on MS Office, accounting software', 'Strong interpersonal, communication and presentation skills', ""Bachelor's degree in Accounting or Finance"", 'ERP system', 'Experience in the financial sector with previous possible roles such as financial analyst']"
324,Accountant Manager,Zocer,"Haram, Giza", Egypt,['Full Time'],Manager,"['Provides financial information to management by researching and analyzing accounting data; preparing reports', 'Prepares asset, liability, and capital account entries by compiling and analyzing account information', 'Documents financial transactions by entering account information', 'Recommends financial actions by analyzing accounting options', 'Summarizes current financial status by collecting information; preparing balance sheet, profit and loss statement, and other reports', 'Substantiates financial transactions by auditing documents', 'Maintains accounting controls by preparing and recommending policies and procedures', 'Guides accounting clerical staff by coordinating activities and answering questions', 'Reconciles financial discrepancies by collecting and analyzing account information', 'Secures financial information by completing database backups', 'Maintains financial security by following internal controls', 'Prepares payments by verifying documentation, and requesting disbursements', 'Answers accounting procedure questions by researching and interpreting accounting policy and regulations', 'Complies with federal, state, and local financial legal requirements by studying existing and new legislation, enforcing adherence to requirements, and advising management on needed actions', 'Prepares special financial reports by collecting, analyzing, and summarizing account information and trends', 'Maintains customer confidence and protects operations by keeping financial information confidential']","['Accounting', 'Corporate Finance', 'Reporting Skills', 'Attention to Detail', 'Deadline-Oriented', 'Reporting Research Results', 'Confidentiality', 'Time Management', 'Data Entry Management', 'General Math Skills']"
325,General Accountant,TechnoBit Group,"Sharabeya, Cairo", Egypt,['Full Time'],Experienced,"['You will perform daily and monthly financial and accounting transactions with the general ledger system', 'You are expected to manage and execute monthly analysis and reconciliations of balance sheet accounts, analyzes financial information, prepares reports, and verifies accuracy', 'You will assist with the automation and streamlining of internal and corporate reporting processes', 'You will be working under the Finance and Accounting business services group and will be responsible for the delivery of all activities relating to accounts payables, accounts receivables and general accounting', 'Reviewing all financial transactions for accuracy and ensuring that accounting records are up to date', 'Preparing financial statements, tax returns, and other reports based on standard accounting practices', 'Providing reports to management regarding the financial status of the company, including trends over time', 'Preparing budgets and forecasting future cash flow needs based on forecasted sales figures', 'Reviewing financial statements and recommending adjustments to improve accuracy of reporting', 'Managing accounts payable and receivable, including collecting payments and identifying potential risks of non-payment', 'Preparing reports on financial activities, such as sales figures, cash flow projections, and inventory levels', 'Reviewing purchase orders before they are processed to ensure that they comply with company policies', 'Reviewing financial data to identify trends, opportunities, and risks in order to make strategic business decisions']","['years of proven experience as an Accountant is a Must', 'Graduating from the faculty of commerce', 'Excellent knowledge of Excel', 'Very good in English', 'Team player & Time Management & Resilience & Good Communication']"
326,Financial Analyst-Multinational Organization,Confidential,"th of October, Giza", Egypt,['Full Time'],Experienced,"['a Financial Analyst to provide accurate and data based information on company’s profitability, solvency, stability and liquidity. \xa0researching and analyzing financial information to help company make well informed decisions, write reports and monitor financial movements', 'Consolidate and analyze financial data (budgets, income statement forecasts etc) taking into account company’s goals and financial standing', 'Provide creative alternatives and recommendations to reduce costs and improve financial performance', 'Assemble and summarize data to structure sophisticated reports on financial status and risks', 'Develop financial models, conduct benchmarking and process analysis', 'Conduct business studies on past, future and comparative performance and develop forecast models', 'Identify trends, advise company and recommend actions to a senior financial analyst based on sound analysis']","['Proven working experience as a Finance Analyst', 'Proficient in spreadsheets, databases, MS Office and financial software applications', 'Hands on experience with statistical analysis and statistical packages', 'Outstanding presentation, reporting and communication skills', 'Proven knowledge of financial forecasting and diagnosis, corporate finance and information analysis', 'Well informed in current financial subjects, accounting, tax laws, money market and business environments', 'BS degree in Finance, Economics or related field']"
327,Junior Accountant,QCENTRIS,Cairo, Egypt,['Full Time'],Entry Level,"['Bookkeeping within SAP – recording of assets, liability, revenue and expenses', 'Maintains and balances accounts by verifying, allocating, posting, reconciling transactions, resolvingdiscrepancies', 'Issuance of revenue invoices by reviewing and tying working hours to Timesheets and reviewing thehour rates', 'Handling AP and secure monthly AP Ageing', 'Prepares monthly bank reconciliations', 'Control and counting of petty cash, and prepare Journal Entries (cash in, cash out recordings', 'Update monthly fixed assist register (additions and disposals) and record depreciation', 'Process of expense claims, based on information submitted by employees and approved by managers', 'Update financial data in databases to ensure that information is accurate/complete and immediatelyavailable when needed']","['University degree (BSc/Ba in accounting, finance or relevant field) – completed or in progress', 'years of experience', 'Fluency in English or German', 'Good and proven analytical skills, Interpersonal and Communication Skills', 'Excellent computer skills and proficient in Excel, Word, Outlook', 'First experiences with an accounting programme, such as SAP', 'Excellent communication skills both verbal and written', 'Good with numbers and figures and an analytical acumen', 'Good understanding of accounting and financial reporting principles and practices', 'High comfort level working in a diverse environment']"
328,Internal Auditor,Q Medical Co,"Badr City, Cairo", Egypt,['Full Time'],Experienced,"['Responsible for protecting the assets of an organization by completing audits and recommending improvements', 'Perform internal audit planning and risk assessment activities and develop audit scopes, objectives, and work plans, including the selection of appropriate audit tests, identification of key controls, utilization of data analytics, and other audit techniques', 'Proactively interact with management and stakeholders to gather information, resolve problems, and make recommendations for business and process improvement', 'Evaluate the sufficiency of and adherence to internal policies and procedures and regulatory compliance', 'Share summaries, findings, and recommended operating improvements with the management', 'Review processes policies and procedures, prepare their action plan, and update all necessary updates for them', 'Determine compliance with policies and procedures', 'Help in assessing the quality and operational effectiveness of internal controls to provide assurance and recommendations for improvement, in accordance with the audit plan and company control procedures', 'Collect and analyze data to detect deficient controls or non-compliance with laws, regulations, and management policies', 'Participate in identifying key control points and risk areas based on risk assessments, previous audit reports and understanding of the audited functions', 'Assist in the execution of business process-oriented internal control reviews, compliance audits and activities that deliver the audit plan and provide the business with comfort on the internal control environment', 'Prepare detailed reports on audit findings', 'Perform an adequate follow up over the reported findings to ensure that the proper implementation of the agreed upon action plan', 'Monitor compliance with regulations and controls by examining and analyzing records, reports, operating practices, and documentation', 'Prepare for audits by conducting appropriate research; preparing and distributing draft reports to the executive management; and completing audit work papers and memoranda by documenting audit tests and findings', 'Communicates audit progress and findings, and improves protection by recommending changes in the internal control structure']","['Experience in internal auditing and control systems 5 to 10 years of experience in auditing', 'College of Commerce graduate', 'Close to Badr City']"
329,Budget Supervisor,Confidential,Cairo, Egypt,['Full Time'],Experienced,"['Coordinate and direct the preparation of the yearly budget and financial forecasts, as well as, the Long-term Business Plan when needed', 'Develops and maintains the delivery of annual budget, quarterly forecasts, and monthly reporting to top management', 'Leads Management to understand and challenge different inputs for forecasts, working across finance/accounting/projects to improve accuracy and efficiency', 'Designing effective budget models for departments and analyzing financial information to ensure all departments are within budget', 'Initiates, directs, and assists in the preparation, monitoring, and management of both operating and capital budgets, and the multi-year financial forecasts for all budgeted funds', 'Coordinates with departments to review plans, determines budgetary needs, gathers information, monitors programs, and makes recommendations on budget preparation, presentation, implementation, and interpretation', 'Design and implement effective budget policies and procedures', 'Analyze financial information (e.g. revenues, expenditures and cash management) to ensure all operations are within budget', 'Structures and implement proper profit/cost centers system, analyzes revenues and cost variances of those different profit/cost centers, and controls the cost allocation', 'Prepare monthly and yearly actual Vs. budget variance analysis (rate & Volume', 'Prepare specific reports, and systematic control of performances, revenues, and margins by analyzing the causes of variance between actual results and budgeted targets and proposing corrective actions to the management', 'Develop & update Feasibility studies for investment plans according to the management strategies', 'Monitoring and interpreting cash flows and predicting future trends; analyzing change and advising accordingly', 'Supporting top management by providing different cost analysis reports', 'Prepares statements and reports of estimated future costs and revenues', 'Review the company’s budget for compliance with legal regulations', 'Provide insights to senior management around financial modeling, forecasts, and profitability', ""Supports management in preparing comprehensive studies for the Company's business plan and analyzes for alternative opportunities"", 'Prepares, implements, and updates the Long-term Business Plans and achievable goals', 'Conducts capital budgeting and assessment for any new investment opportunity']","[""Bachelor's degree"", 'years Experience in Budgeting, Costing & Financial Analysis', 'Preferred certified\xa0 CPA – CMA -CFA', 'Excellent analyzing and Strategic planning skills', 'Excellent Budget-management skills', 'Familiar with SAP', 'Very good English Language', 'Familiarity with forecasting methods and data analysis', 'Excellent knowledge of accounting best practices and regulations', 'Ability to explain budgeting and financial information', 'The ability to collaborate with multiple internal and external stakeholders', 'Strong Leadership skills and advanced interpersonal skills']"
330,Senior Internal Auditor,Elsaba AutoService,"Maadi, Cairo", Egypt,['Full Time'],Experienced,"['Prepare detailed reports on audit findings', 'Report to management about asset utilization and audit results, and recommend changes in operations and financial activities', 'Collect and analyze data to detect deficient controls, duplicated effort, extravagance, fraud, or non-compliance with laws, regulations, and management policies', 'Inspect account books and accounting systems for efficiency, effectiveness, and use of accepted accounting procedures to record transactions', 'Review data about material assets, net worth, liabilities, capital stock, surplus, income, and expenditures', 'Examine and evaluate financial and information systems, recommending controls to ensure system reliability and data integrity', 'Examine records and interview workers to ensure recording of transactions and compliance with systems and regulations', 'Examine inventory to verify journal and ledger entries', 'Produce up-to-the-minute information, using internal computer systems, to allow management to base decisions on actual, not historical, data in coordination with the concerned departments', 'Direct activities of personnel engaged in filing, recording, compiling, and transmitting financial records', 'Conduct pre-implementation audits to determine if systems and programs under development will work as planned', 'Auditing on request for investment', 'Assess financial status of clients', 'Evaluate the effectiveness and productivity of personnel policies or practices', 'Oversee business processes from financial & productivity point of view']","['Bachelor degree of commerce (English section preferable', 'Advanced Auditing Certificate (preferable', 'Years of experience', 'Problem solving skills', 'Result oriented', 'Detail- oriented', 'Analytical skills']"
331,Accounting Manager,Safwa Real Estate,"New Cairo, Cairo", Egypt,['Full Time'],Manager,"['Manage and oversee the daily operations of the accounting department', 'Meets accounting financial objectives by forecasting requirements; preparing an annual budget; scheduling expenditures; analyzing variances; initiating corrective actions', 'Confirms financial status by monitoring revenue and expenses; evaluation of financial data; preparing special reports', 'Ensure an accurate and timely monthly, quarterly and year end close', 'Monitor and analyse accounting data', 'Supports budget and forecasting activities', 'Evaluates Department’s Employees every quarter', 'Provide training to new and existing staff as needed', 'Prepare and present KPIs to stakeholders']","['Proven working experience as Accounting Manager, Accounting Supervisor', 'Ability to manipulate large amounts of data', 'Proven knowledge of bookkeeping and accounting principles, practices, standards, laws and regulations', 'High attention to detail and accuracy', 'Ability to direct and supervise', 'BS degree in Accounting or Finance']"
332,Senior Accountant,Agazat Masr,Cairo, Egypt,['Full Time'],Experienced,"['Monitor the financial progress of a project', 'Prepares asset, liability, and capital account entries by compiling and analyzing account information', 'Secures financial information by completing data base backups', 'Maintains financial security by following internal controls', 'Maintains accounting controls by preparing and recommending policies and procedures', 'Summarizes current financial status by collecting information; preparing balance sheet, profit and loss statement, and other reports', ""Report periodic financial statements to a company's finance chief and ensure that accounting procedures and systems are adequate and functional""]","['At least 5 years of experience on same position', 'Previous Experience in Tourism company is preferable', ""Bachelor's degree in Commerce, English Section is preferable"", 'Proficiency in Microsoft Office (Word, Excel, Outlook', 'Proficiency in using oracle system', 'Strong analytical skills']"
333,General Accounts Accountant,Q Medical Co,"Ismailia, Ismailia", Egypt,['Full Time'],Experienced,"['Manage all accounting transactions', 'Prepare budget forecasts', 'Publish financial statements in time', 'Handle monthly, quarterly and annual closings', 'Reconcile accounts payable and receivable', 'Ensure timely bank payments', 'Compute taxes and prepare tax returns', 'Manage balance sheets and profit/loss statements', 'Report on the company’s financial health and liquidity', 'Audit financial transactions and documents', 'Reinforce financial data confidentiality and conduct database backups when necessary', 'Comply with financial policies and regulations']","['Accountant with five to ten years of experience', 'Preferably a resident of Ismailia city or close to it', 'Salary will be determined in the interview']"
334,Accountant,Confidential,"Giza, Giza", Egypt,['Full Time'],Experienced,"['Documenting invoices in order to maintain customer accounts and follow-up checks (A.Q. or checks under collection', 'Maintaining documents related to accounts payable and following up on suppliers’ entitlements', ""Updating the financial records through the company's activated ERPs program, as well as saving backup copies on external Excel-sheets or through the accounting program activated in the facility"", 'Collecting and preparing data on salary expenses', 'Participate in preparing the quarterly budget under the supervision of the account manager and participate in the analysis of the financial statements and the preparation of the balance sheet under the supervision of the direct manager according to the functional structure of the company’s financial management', 'Participation in the data necessary for the preparation of tax returns of all kinds', 'Preparing the necessary reports, lists, financial tables and accounting books on a regular basis', 'Keep backup copies of your records']","[""Bachelor's degree in Accounting"", 'Previous experience of 3-4 years as an accountant, with at least 2 years of them in an accounting and auditing office', 'Not more than 27 years old', 'Ability to work on accounting software (ERPs', 'Familiar with at least Egyptian Accounting Standards (EASs', 'Familiar with Egyptian taxes (income tax “deduction and addition” & employment tax & value added tax & stamp tax) provided that he has contributed to at least one or more examinations', 'Proficiency in Microsoft Office (Word, Outlook (Excel, PowerPoint', 'Proficiency in making bank reconciliations, debt aging analysis, and preparing an expense analysis sheet', 'High level of attention to detail to avoid mistakes and can work efficiently under pressure', 'Ability to analyze data and maintain company documents in an orderly fashion', 'Residents of Faisal and Al Haram and their surroundings are preferred', 'Ability to analyze expenses and prepare expense analysis statements']"
335,Senior SAP Analytics Cloud Consultant - (SAC,Geidea,"New Cairo, Cairo", Egypt,['Full Time'],Experienced,"['This position is responsible for building, maintaining, and optimising Geidea’s analytics and reporting capabilities. Also, s/he is responsible for contributing to business and technical blueprints and customizing the respective solutions']","['Faculty of Computer Science, Information System, or similar degree and specialty', 'SAP SAC/BI/BW/BOBJ/HANA certifications are a plus', 'years of hands-on experience in SAP analytics technologies (SAP BW, HANA, BODS, BOBJ, and SAP Analytics Cloud', 'Experience with gathering business requirements related to enterprise reporting, KPIs, metrics and dashboards', 'Experience with BW on HANA modelling or native HANA modelling', 'A minimum of 3 years’ experience in utilising visualization tools in an SAP environment', 'SAP Business Objects; SAC (at least two engagement', 'Experience of data warehousing, especially SAP data warehouse cloud (including principles of data modeling, CDS view, ODATA, space managements etc', 'Excellent knowledge in configuration of live data and import data connections and data acquisition (SAP HANA, SAP BW, SAP BPC, SAP S4HANA, SAP BO Universe, SQL, OData Services, Microsoft Excel and flat files, and 3rd party cloud applications', 'Familiarity with SAC as a planning tool, creating planning data models and working with categories actual, budget, planning and forecast is a plus', 'Knowledge in predictive capabilities, Smart Assist, Smart Predict are a plus']"
336,Software Business Analyst,Keys Group Services,"Mohandessin, Giza", Egypt,['Full Time'],Experienced,"['Analyzing the structure of a business to determine how it operates and determine its objectives', 'Identifying any problems with the current business model', 'Developing comprehensive end-to-end Business scenarios, use cases, and test cases', 'Communicating with various Stockholders levels', 'Enhance reporting outputs and data visualization', 'Collaborate with development team members, data teams, and Project Management to develop business and technical requirements', 'Create a detailed business analysis, indicate challenges, identify, and validate the key business requirements', 'Create and document functional requirements and non-functional requirements']","['Bachelor’s degree in computer science or relevant', 'years of professional experience', 'ARIS Enterprise architecture modeling is a must', 'IIBA certificate is a plus']"
337,Senior Business Analyst,CYSHIELD,Cairo, Egypt,['Full Time'],Experienced,"['Analyze business processes', 'Create and update business process documentation', 'Initiate high level business analysis document and work with stakeholders to support in project pricing', 'Create a detailed business analysis, outlining problems, opportunities and solutions for a business', 'Initiate the BRDs (Business Requirements Documents), SRS (Software Requirements Specification), and User Stories and get them signed off by the business owners', 'Provide project-level analysis – producing required project analysis documentation (business requirements, scope, use cases, analysis models, future state proposals, UAT plan', 'Write Acceptance Criteria and behavior driven development/What-If Scenarios', 'Analyze the changes in the user stories to support the development process', 'Work as part of the Agile Scrum team to communicate changes in established expectations to stakeholders', 'Create, prioritize and update product backlog', 'Coordinate the planning and monitoring of project requirements and managing scope with the project manager to ensure success project delivery', 'Build strong relationship/rapport with cross-functional business teams', 'Partner with other stakeholder teams across the company to develop necessary analysis and documentation', 'Contribute to release planning and management', 'Meet with key stakeholders to provide early product demonstrations as well as release presentation', 'Support and align efforts to meet customer and business needs', 'Understand and negotiate needs and expectations of multiple stakeholders/projects. Serve as a liaison between Operations and IT to assist or gather business requirements needed for system modifications, enhancement, and implementations', 'Support our Project Team in analyzing customer processes and in preparing functional documentation']","['Strong technology, analytical and communication skills', 'Proven analytical background', 'Proven development of innovative and impactful systems solutions', 'Highly proficient technical writing capabilities', 'In-depth knowledge and understanding of web and mobile technologies and applications', 'Strong knowledge about software development life cycle', 'Up to date with Agile/Scrum best practices and new trends', 'Experience working with wireframing tools', 'Practical experience generating process documentation.Excellent communicator with the ability to translate data into actionable insights', 'Strong communication skills with the ability to discuss any issues with a wide variety of individuals and groups', 'Capability to produce content on time, with attention to detail, and an emphasis on identifying and pitching to a target audience', 'A well-organized team player with the ability to perform various tasks, act individually, and think creatively', 'Willingness to learn and develop business analysis skills', 'Competitive and proactive attitude', 'to 3\xa0 years of experience as a business analyst is a must']"
338,Accounts Receivable Manager - Real Estate,Confidential,"New Cairo, Cairo", Egypt,['Full Time'],Manager,"['Generating invoices and account statements', 'Implementing debt collection policies and regulations of the company', 'Implementing deadlines for invoicing and payment collection', 'Manage collection efforts company-wide for receivables', 'Assisting in general financial management and analysis', 'Regular communication with internal and external sources for collecting resource allocation', 'Set objectives for the accounts receivable team that align with the accounting department’s goals', 'Monitor processing of invoices', 'Ensure timely collection of payments', 'Conduct credit checks on new and potential customers', 'Negotiate with clients in non-payment cases', 'Prepare monthly, quarterly, annual and ad-hoc forecasting reports', 'Organize records of invoices, bills and deposits', 'Ensure high-quality invoicing and collection procedures that comply with the law']","['Bachelor’s degree in English Accounting', 'Real Estate experience is a MUST', 'Age max is', 'years of experience in Receivable Field', 'Excellent skills dealing with Microsoft office', 'Fluent in English language', 'Excellent skills dealing with MS Office', 'Deep experience in receivable and cash collection', 'Excellent organizational skills and attention to details', 'Team leading management and negotiation skills', 'Ability to accurately process numerical data', 'Hands-on experience with accounting software']"
339,Tax Accountant,Zamil Steel Buildings Co,"th of October, Giza", Egypt,['Full Time'],Experienced,"['Participate in all financial, tax, legal plans, and strategies', 'Participate in the implementation of quarterly and annual management objectives effectively', 'Prepare budgets, checks, and tax returns for all types of taxes', 'Conducting tax checks and internal committees', 'Preparation of tax analyzes']","['Bachelor Degree in Finance, Accounting', 'Experience of not less than 2 years in the field of auditing', 'Proficient in Word, Excel, PowerPoint and Outlook', 'Full knowledge and experience of all types of Taxes', 'Preparing (monthly\xa0& quarterly) tax data for submitting monthly & Quarterly tax returns', 'Preparing\xa0Monthly tax statements', 'Preparing annual tax reconciliation reports', 'Preparing for the tax examination', 'Follow up on tax correspondence', 'Insure payments of all kinds of taxes in the deadlines and as per its legal forms to avoid any penalties or fines', 'Follow-up latest updates of tax laws and regulations and ensure effective implementation', 'Continuously update local tax policies and highlight potential risks or issues from tax perspective']"
340,Senior Professional Services,FlairsTech,"Maadi, Cairo", Egypt,['Full Time'],Experienced,"['A Senior Professional Services is needed to focus on an internal best-of-breed Portfolio Management software. The product line offers out-of-the-box and custom integrations with other facets of the client’s IT ecosystem, including upstream elements such as CRM or Human Capital Management (HCM) systems; downstream systems such as Accounting and ERP systems']","[""Bachelor's degree in Computer Science, Software/Systems/Telecom Engineering or equivalent"", 'years of professional experience in the IT domain, with at least 2 years of technical expertise', 'years in Business Systems Analysis, Consulting, or any customer-facing role', 'years of experience in software development and architecture', 'Understanding of project management methodologies (Agile, PMI, Lean, etc', 'Ability to quickly understand customers’ complex processes and needs, and assist them in defining clear goals, to ensure a successful implementation', 'Experience with data analysis and reporting services', 'Broad knowledge of business technology solutions and a desire to learn new technologies', 'Excellent verbal, presentation, and written communication skills', 'Effective communication across all levels of an organization, particularly executive stakeholders', 'Ability to manage difficult audiences and complex client relationships', 'Firm sense of accountability and ownership of work', 'Superior personal organization and time management skills', 'Customer-centric and energetic person', 'Critical thinker, generally curious. a true problem solver', 'Passionate about learning and improving every day, and motivated to excel', 'Self-starter with strong ownership skills, willing to go above and beyond the job description', 'Ability to transform abstract business needs into discrete actionable tasks', 'High-ownership, methodical and thorough approach to problem-solving', 'Leadership and autonomy to your immediate team and organization', 'Experience with Portfolio Management, Project Management, and/or Professional Service Automation software', 'Familiarity with Accounting, CRM, ERP, and/or HCM systems', 'Experience with Jira, Confluence, and Zendesk Usage', 'Experience with SQL', 'Experience with ETL', 'Experience with Scripting (Bash, Python, PowerShell, etc', 'Experience with Data Visualization Solutions (Splunk, ELK, etc', 'Experience with MS Excel']"
341,Marketing Director,Confidential,"th of October, Giza", Egypt,['Full Time'],Senior Management,"['Overseeing marketing department', 'Evaluating and developing our marketing strategy and marketing plan', 'Planning, directing, and coordinating marketing efforts', 'Communicating the marketing plan', 'Researching demand for our products', 'Continually review changes to the market, consumer trends and the activities of competitors, adjusting the marketing plan if necessary', 'Working with sales department to develop pricing strategies to maximize profits and market share', 'Identifying potential customers & markets', 'Develop a brand strategy', 'Set and administer an annual marketing budget', 'Report on the effectiveness of marketing campaigns using pre-determined KPIs', 'Utilize data for marketing campaigns, interrogating the organization’s databases and external data', 'Identify new business opportunities', 'Understanding and developing budgets and finance, including expenditures, research and development appropriations, return-on-investment and profit-loss projections', 'Building brand awareness and positioning', 'Coordinating marketing projects from start to finish', 'Organizing company conferences, trade shows, and major events', 'Overseeing social media marketing strategy and content marketing']","['Strong project management and people management:\xa0You will oversee the marketing department and guide its day-to-day operations, so you’ll be recruiting, supervising, and mentoring members of the marketing team', 'Leadership and influencing:\xa0The role of a marketing director is a creative one, so it’s crucial that you present yourself as a good communicator. You will often report directly to the chief executive and portray your vision and ideas to the executive team. You will also be leading and directing the work of others. Being a marketing director also involves constant networking and representing your organization to outsiders', 'Data analysis:\xa0The role calls for continual analysis of market trends and the positioning of competitors. This analysis provides the foundation for marketing strategies. Much of this analysis is done by drilling down into data around customer behavior and experiences, so you need to be up to speed on these techniques']"
