,Job Title,Company Name: ,Location,Country,Employment Type,Experience Needed,Description,Requirments
79,Chief Cost Accounting,Chema Foam,"th of Ramadan City, Sharqia", Egypt,['Full Time'],Manager,"['Define policies and procedures for all cost accounting activities', 'Plan, organize, and direct all the activities of the cost accounting function', 'Identify and develop in-plant cost concepts for all departments', 'Manage day-to-day operations of the existing cost accounting function from the management of current rates to monthly close and analysis', 'Perform the monthly closing activities including preparation of the cost to operate statement along with supporting analysis and taking corrective actions', 'Development and maintenance of standard costs', 'Develop metrics and tracking systems for major cost drivers', 'Calculating the cost of the products according to the process costing system', 'Stock control and assuring compliance with procedures, identify the reorder point', 'Report on a breakeven point upon management request', 'Preparing the factory losses reports based on zero losses from one side and vs. budget losses from the other side and analyzing the losses reasons to formulation, price, and process effect', 'Following up the actual recipes for the products on daily basis and comparing them with the STD recipes and the budget recipes to do more control on the formulation effect', ""Preparing machines' performance reports to measure the efficiency and analyzing the reasons for a stoppage like a scrape, maintenance, production stopping and change over"", 'Reconcile the variance between standard overheads cost and actual cost and variances allocation', 'Reviewing all the production orders cost on weekly basis and allocate the actual consumption of raw and packaging material per job order']","['Experience a Minimum of 10 years in the\xa0in Manufacturing\xa0\xa0field', 'Bachelor’s degree / Higher education\xa0qualification in\xa0Costing', 'Having CMA certification , post grade or Master Cost & Management Accounting \xa0is a must', 'Experience with team management and development', 'Demonstrated decision-making', 'Strong verbal and written communication skills', 'Adaptable, high level of attention to detail', 'Excellent Excel and Data Analysis Skills', 'Performs other duties relevant to the job as requested', 'Strong interpersonal and problem-solving skills', 'Supervision and management experience']"
80,Head Of Accounting,Servizon,Port Said, Egypt,['Full Time'],Manager,['To manage and lead a team of accountants and administrators who provideoutsourced accounting and reporting data'],"['High level of attention to detail', 'Strong numeracy skills', 'Proven people management skills', 'Ability to deliver reports and data on a timely basis', 'Proven time management and organisational skills', 'Computer software skills, including systems implementation', 'Management and delivery of outsourcing services', 'Experience of using one or more of Sage, Quickbooks, CCH, Xero or similar', 'Ability to produce budgets, financial statements and cash flow forecasts', 'Excellent knowledge of accounting systems, \xa0modelling and forecasting', 'Understanding of\xa0risk management frameworks', 'Excellent knowledge of accounting standards (e.g. GAAP, IFRS', 'Knowledge of VAT', 'Ability to speak and communicate in English']"
81,Treasury Accountant,T&D Design,"New Cairo, Cairo", Egypt,['Full Time'],Experienced,"['Handling and monitoring all company’s treasury flow movement on daily basis', 'Ensure efficient management of the company’s cash treasury account', 'Verify treasury balances and ensure being accurately processed, reported and reconciled on a timely basis', 'Immediate entry and documenting for all cash transactions and maintain daily financial records on ERP', 'Coordinate all relevant banking transactions to treasury']","['Bachelor’s Degree in Accounting', 'years of experience in treasury', 'Experience in dealing with ERP accounting systems is preferred', 'Proficient in Microsoft Office', 'Very good command of English written and spoken', 'Perfect communication skills, strong presentation skills, and analytical skills', 'High degree of accuracy and attention to detail', 'Ability to meet deadlines', 'Time management skills']"
82,HR Data Analyst,Confidential,Cairo, Egypt,['Full Time'],Experienced,"['Design HR department analysis and data recording systems for use throughout the HR Functions', 'Maintain databases and perform updates as necessary to ensure accuracy', 'Regularly examine data reports to locate and resolve mistakes throughout', 'Accurately analyze and collect data for various types of business reports', 'Create business reports that provide insight into key data points', 'Communicate the results of data analysis in written and verbal form to managers', 'Monitor data to identify changes in financial and business trends']","['Strong analytical skills and comfortable dealing with numerical data for the development of data-driven reports', 'Strong written and verbal communication skills to effectively relate data to coworkers', 'Demonstrable experience as a reporting analyst', 'Strong report writing abilities', 'BSc. in any discipline', 'Fluent in English', 'A good team player']"
83,Accountant,RAQAMYAT,"Maadi, Cairo", Egypt,['Full Time'],Experienced,"['Prepares and records asset, liability, revenue, and expenses entries by compiling and analyzing account information', 'Record and reconcile changes of AR & AP', 'Handle all petty cash disbursements, settlements and timely recording through the internal accounting system', 'Process the monthly bank reconciliation', 'Maintains and balances subsidiary accounts by verifying, allocating, reconciling transactions; resolving discrepancies', 'Maintaining proper filing system for vouchers and other financial documents', 'Produce error-free accounting information and present their results', 'Follow-up collection status and do needful to reach an optimum level of AR balances', 'Record intercompany transactions and timely reconciliation', 'Ensure that all expenses are booked to the proper project(s) in the respective month and allocated to the proper budget lines', 'Keeping record of allocation of all procured assets', 'Ensure that a physical check of all assets takes place on a quarterly basis and prepare an up-to-date inventory/stocking report', 'Assist in the monthly/yearly closings', 'Communicate effectively with Team Members, and third-party stakeholders', 'Perform other related duties as assigned by supervisor']","['Bachelor’s Degree (Accounting or Finance', 'years of relevant financial or accounting experience is preferred', 'CPA or post-Grad financial studies will be a solid advantage', 'Experience in an e-commerce/online environment is preferred', 'Highly proficient in Excel, including pivot tables', 'Ability to build complex reports from multiple data sources and analyze large volumes of data', 'Experience with ERP systems is an advantage', 'Strong problem-solving skills and attention to details and accuracy', 'Able to work independently, assume responsibility for project deliverables, and work effectively within deadlines']"
84,Financial Editor/Analyst,Argaam,"Mohandessin, Giza", Egypt,['Full Time'],Experienced,"[""Preparing Financial Results Reports quarterly depends on companies' earnings announcements"", 'Prepare reports by collecting, analyzing,\xa0and\xa0summarizing information', 'Establish\xa0and\xa0update listed companies Business/Geo analysis', 'Acquire, update,\xa0and\xa0maintain high-quality financial data using financial models of various types of industries', 'Validate\xa0and\xa0verify data sources\xa0and\xa0financial figures with extensive testing to maintain high level of accuracy']","[""Bachelor's degree in Accounting, Finance, Business"", 'Solid experience in interpreting financial statements\xa0and\xa0performing quantitative financial analysis', 'An understanding of advanced concepts,\xa0and\xa0practices of accounting\xa0and\xa0finance', 'MS office\xa0and\xa0google sheets', 'Strong analytical thinking', 'Experience in the same field is Preferable', 'Prepare reports skills', 'to 5 years of Experience']"
85,Product Owner,Cegedim,"New Cairo, Cairo", Egypt,['Full Time'],Experienced,"['Collect requirements from different stakeholders in France either online or traveling for a few days', 'Write requirements documents under the supervision of the product owner leader', 'Partner with UI/UX designers to deliver unrivaled user experience throughout the application', 'Contribute with Product owners leader in planning all the releases based on road-map strategy', 'Specify the list of components of each release (Define BOM of each release', 'Define software release criteria (including but not limited to performance, security, stability, industrialization and deployment process', 'Together with technical scrum master define sprint and product backlog priority', 'Write user stories and acceptance criteria for each release', 'Together with the technical scrum-master, each PO will be responsible for one sprint team consisting of developers and testers to ensure each sprint deliverable', 'Review development progress on a regular basis and rely on well defined KPIs to make decisions', 'Ensure each product deliverable meets the right level of functional capabilities, performance, security, and stability', 'Lead workshops with key stakeholders and provide early product demonstrations and release presentation', 'Tracks and reports on the road-map and key projects’ progress, risks, strategy decisions and be able to accurately communicate with executives, peers and the rest of the company', 'Responsible for technical documentation, training', 'Share in sales enablement and responsible to provide the sales team with the information, content, and tools that help salespeople sell more effectively']","['years of experience in software development including 3+ product owner responsibilities', 'Experience in the French healthcare market is a plus', 'Project management and organizational skills', 'Proficiency with Agile methodology (Scrum/Kanban) and Software Development Lifecycle', 'Experience in BDD (Behavior Driven Development', 'Proficiency with the Atlassian suite of products (Jira, Confluence', 'Must understand platform architecture & design, common integration approaches, security, data relationships, and interface capabilities', 'Communication skills (written and oral', 'Proven track record in technology and SaaS solutions', 'Ability to elicit needs from key decision-makers']"
86,CGEG012] Product Owner,Cegedim,"New Cairo, Cairo", Egypt,['Full Time'],Experienced,"['Collect requirements from different stakeholders in France either online or traveling for a few days', 'Write requirements documents under the supervision of the product owner leader', 'Partner with UI/UX designers to deliver unrivaled user experience throughout the application', 'Contribute with Product owners leader in planning all the releases based on road-map strategy', 'Specify the list of components of each release (Define BOM of each release', 'Define software release criteria (including but not limited to performance, security, stability, industrialization and deployment process', 'Together with technical scrum master define sprint and product backlog priority', 'Write user stories and acceptance criteria for each release', 'Together with the technical scrum-master, each PO will be responsible for one sprint team consisting of developers and testers to ensure each sprint deliverable', 'Review development progress on a regular basis and rely on well defined KPIs to make decisions', 'Ensure each product deliverable meets the right level of functional capabilities, performance, security, and stability', 'Lead workshops with key stakeholders and provide early product demonstrations and release presentation', 'Tracks and reports on the road-map and key projects’ progress, risks, strategy decisions and be able to accurately communicate with executives, peers and the rest of the company', 'Responsible for technical documentation, training', 'Share in sales enablement and responsible to provide the sales team with the information, content, and tools that help salespeople sell more effectively']","['years of experience in software development including 3+ product owner responsibilities', 'Experience in the French healthcare market is a plus', 'Project management and organizational skills', 'Proficiency with Agile methodology (Scrum/Kanban) and Software Development Lifecycle', 'Experience in BDD (Behavior Driven Development', 'Proficiency with the Atlassian suite of products (Jira, Confluence', 'Must understand platform architecture & design, common integration approaches, security, data relationships, and interface capabilities', 'Communication skills (written and oral', 'Proven track record in technology and SaaS solutions', 'Ability to elicit needs from key decision makers']"
87,Product Owner - Cairo,Cegedim,"New Cairo, Cairo", Egypt,['Full Time'],Experienced,"['Collect requirements from different stakeholders in France either online or traveling for a few days', 'Write requirements documents under the supervision of the product owner leader', 'Partner with UI/UX designers to deliver unrivaled user experience throughout the application', 'Contribute with Product owners leader in planning all the releases based on road-map strategy', 'Specify the list of components of each release (Define BOM of each release', 'Define software release criteria (including but not limited to performance, security, stability, industrialization and deployment process', 'Together with technical scrum master define sprint and product backlog priority', 'Write user stories and acceptance criteria for each release', 'Together with the technical scrum-master, each PO will be responsible for one sprint team consisting of developers and testers to ensure each sprint deliverable', 'Review development progress on a regular basis and rely on well defined KPIs to make decisions', 'Ensure each product deliverable meets the right level of functional capabilities, performance, security, and stability', 'Lead workshops with key stakeholders and provide early product demonstrations and release presentation', 'Tracks and reports on the road-map and key projects’ progress, risks, strategy decisions and be able to accurately communicate with executives, peers and the rest of the company', 'Responsible for technical documentation, training', 'Share in sales enablement and responsible to provide the sales team with the information, content, and tools that help salespeople sell more effectively']","['years of experience in software development including 3+ product owner responsibilities', 'Experience in the French healthcare market is a plus', 'Project management and organizational skills', 'Proficiency with Agile methodology (Scrum/Kanban) and Software Development Lifecycle', 'Experience in BDD (Behavior Driven Development', 'Proficiency with the Atlassian suite of products (Jira, Confluence', 'Must understand platform architecture & design, common integration approaches, security, data relationships, and interface capabilities', 'Communication skills (written and oral', 'Proven track record in technology and SaaS solutions', 'Ability to elicit needs from key decision-makers']"
88,Construction Cost Accountant,Confidential,Cairo, Egypt,['Full Time'],Experienced,"['Prepares, reports and presents data to management', 'Provide key data and recommendations to management in the areas of job cost analysis and cost to complete projections', 'Supports project managers and management as it relates to the analysis of tracking construction expenses', 'Prepares assigned data reports and analysis to management', 'Provides job cost analysis for construction projects', 'Create and perform projections on construction projects', 'Other duties as assigned', 'Prepare the project cost for each project in accordance with the IFRS “percentage of completion', 'Cost control project by project', 'Cost analysis per project actual vs budget']","['Bachelor’s degree in Accounting or related required', 'years of solid experience in a similar type of role Is A Must', 'Knowledge of the construction industry', 'Excellent level Excel skills', 'Strong analytical skills', 'Strong relationship-building, problem-solving, and decision-making skills']"
89,Marketing & PR Manager / Sharqia,International Smart for Education Services - ISES,Sharqia, Egypt,['Full Time'],Experienced,"['Marketing Planning', 'Planned marketing and branding objectives and Strategy', 'Developed and aligned marketing strategies in compliance with the company objectives', 'Planning & implementing promotional campaigns for the new admissions', 'Preparing print marketing campaigns', 'Monitoring & measuring the promotional ideas results', 'Supervising & delegating tasks to the school reception team', 'Aligned and implemented marketing strategy with digital marketing action plan', 'Analyzed market trends, client insights and feedbacks to recommend based modifications for the marketing and business development strategies', 'Developing Marketing Segmentation analysis (based on deep marketing research', 'Prepared budgets. (Allocate our resources to implement the marketing actions needed to serve our strategy', 'Conducting in-depth data analysis using traditional and advanced methods', 'Make a qualitative & quantitative research', 'Collecting data on competitors and market place and consolidating information into actionable items, reports and presentations', 'Analyze the pricing comparison between our company & competitors', ""Managing all new admission applicant's tours, requirements & interviews"", 'Analyze the Egyptian economic situation and how it effects on instability in the prices', 'Planned outdoor campaigns, evaluated agencies & monitored implementation process to measure ROI', 'Creating deals concerning the new admissions with nurseries', ""Handling & receiving parent's suggestions, concerns & complains""]","['Bachelor’s degree in marketing or related field', 'years of experience in marketing and PR', 'Excellent written and verbal communication skills', 'Strong copywriting and content creation skills', 'Ability to multi-task', 'Ability to work well under pressure and manage time effectively', 'Ability to take initiative to develop new strategies and outside-the-box ideas', 'Leadership skills are necessary for directing staff', 'Fluent English (Reading - Writing- Speaking', 'He has the ability to travel and stay in sharqia for 5 days a week in Sharqia - We provide accommodation there']"
90,Data Analyst,INSITE OOH,"Zamalek, Cairo", Egypt,['Full Time'],Entry Level,"['As one of the essential links in the Data Flow System, the Data Analyst contributes to the Data Entry and Verification, overseeing the whole process to ensure that data is fully valid and free of errors, and making sure that information flows timely and securely towards our partner INSITE OOH, updating the team about new campaigns in a timely manner']","['years of Experience preferably', 'Strong knowledge of Python, and Excel', 'Good knowledge of Tableau software or Other BI tools', 'Knowledge of R programing Language is preferred', 'Solid analytical skills and Analytic eyes for details', 'Good understanding of database methodology']"
91,Financial Accountant,Altajamouat Investment Egypt,Giza, Egypt,['Full Time'],Entry Level,"['Gather and monitor financial data (e.g. sales revenues and liabilities', 'Prepare monthly, quarterly and annual statements (balance sheets and income statements', 'Forecast costs and revenues', 'Manage tax payments', 'Organize internal audits', 'Prepare budgets (for the entire company and by department', 'Monitor and report on accounting discrepancies', 'Conduct detailed risk analyses to assess potential investments', 'Analyze financial trends', 'Perform month-end and year-end close processes', 'Post and process journal entries to ensure all business transactions are recorded', 'Update accounts receivable and issue invoices', 'Update accounts payable and performs reconciliations', 'Assist in the processing of balance sheets, income statements and other financial statements according to legal and company accounting and financial guidelines', 'Assist with reviewing of expenses, payroll records etc. as assigned', 'Update financial data in databases to ensure that information will be accurate and immediately available when needed', 'Prepare and submit weekly/monthly reports', 'Assist senior accountants in the preparation of monthly/yearly closings', 'Assist with other accounting projects']",[]
92,Market Researcher,MAJ Consulting Group,"Downtown, Cairo", Egypt,['Full Time'],Experienced,"['Retrieval of internal information for the corporate database, internet sites, or other internal/ external sources', 'Development of specific questionnaires within the course of external feasibility studies or site Pre-qualification process', 'Analysis and integration of the feasibility result from the external surveys into full reports, brief texts or slide as required', 'Analyze study outline and identify possible issues prior to the development of the specific questionnaires', 'Review and analyze all information retrieved from the external investigation, as appropriate and compile summary and conclusion into feasibility reports, texts or slides within the allowed timeline', 'Prepare applications and studies for obtaining financing needed for each project from the governmental agencies and banks', 'Analyze financial information to forecast business, industry and economic conditions for use in making investment decisions']","['Bachelor degree in a relevant field', 'MBA is Preferred']"
93,Feasibility Study Specialist,MAJ Consulting Group,"Downtown, Cairo", Egypt,['Full Time'],Experienced,"['Retrieval of internal information for the corporate database, internet sites, or other internal/ external sources', 'Development of specific questionnaires within the course of external feasibility studies or site Pre-qualification process', 'Analysis and integration of the feasibility result from the external surveys into full reports, brief texts or slide as required', 'Analyze study outline and identify possible issues prior to the development of the specific questionnaires', 'Review and analyze all information retrieved from the external investigation, as appropriate and compile summary and conclusion into feasibility reports, texts or slides within the allowed timeline', 'Prepare applications and studies for obtaining financing needed for each project from the governmental agencies and banks', 'Analyze financial information to forecast business, industry and economic conditions for use in making investment decisions']","['Bachelor degree in a relevant field', 'MBA or CMA Preferred']"
94,General Accountant,Misr Elhegaz Group,"Heliopolis, Cairo", Egypt,['Full Time'],Experienced,"['Performing audits on financial data to assure its accuracy and truthfulness', 'Aligning general ledger accounting practices to support budgeting and forecasting', 'Entering financial data such as accruals, deferrals, reclassifications, and interdepartmental entries into the ledger on a monthly basis, as well as preparing reports', 'Performing account analysis to ensure that journal entries and balances are correct', 'Reconciling accounts with the general ledger', 'Gathering supporting documentation and performing recordkeeping', 'Keeping abreast of regulatory requirements and best practices in accounting']","[""Bachelor's or associate's degree in accounting, or in a related specialization"", 'Certified Public Accountant (CPA) or CPA candidate preferred', 'At least 2 years experience in general ledger accounting, or similar', 'Proficiency in accounting and business management software, such as \xa0SAP', 'In-depth knowledge of accounting standards and regulations', 'Superb time-management and organizational skills', 'Excellent collaboration and communication skills']"
95,Accounting Manager (MULTINATIONAL) (IND) - Factory,Pillars,Cairo, Egypt,['Full Time'],Manager,"['Checking ,validation and Post the invoice including any adjustments', 'Follow-up with vendor/user dept. , in case of mismatch', 'Handle vendor queries - local', 'Review invoice processing voucher, approve on system (if applicable), do physical signature on the voucher', 'Checking ,validation and Post the invoice including any adjustment', 'Manually check invoice against the agreement with the vendor', 'Checking store receiving with inssure complete store process', 'Post and validate the invoice including any adjustments', 'Follow-up with vendor/user dept. , in case of mismatch', 'Handle vendor queries -foreign and local vendors', 'Follow up and validate settlement payment for closing cycle', 'Receive invoices from the vendor/logistics dept', 'Check for required approvals, if applicable', 'Conduct detailed check on the invoice including individual Lorry Receipts', 'Post the invoice including any adjustments', 'Follow-up with vendor/user dept. , in case of mismatch', 'Handle vendor queries -Local', 'Receive T&E claim along with supporting', 'Perform a detailed check on the claim form against the supporting and supervisor approvals as per policy', 'Process the claim on the ERP', 'Reach out to the employee, in case of any discrepancy', 'Handle employee queries', 'Check cash payemnt voucher before relasing with proper proof and authorized signature', 'Validate voucher run on ERP', 'Check cash payment on ERP with plan for cash reducing', 'Setup SOP for petty cash - cash purchase and to be thru ERP process for controling and tracking', 'Perform GRIR clearing, i.e., identify the invoices not received by vendor but material has been received', 'Provide information for closing purpose', 'Perform Vendor balance confirmation/reconciliations', 'Coordinate and resolve any issues that may arise', 'Certify settlement of advance to supplier a/c - receiving inventory and AP accrual', 'Perform quality check', 'Obtain information from user department', 'Perform computation for the accounting entry for provision - accruals', 'Post accounting entry in the ERP system', 'Monitor, track and govern agreed timelines as per closing target date', 'Tracking , perform CAPEX project a/c as per budget and analyzing on monthly base', 'Coordinate and resolve any issues that may arise', 'Perform GL wise review of trial balance', 'Prepare and review trial balance', 'Approve trial balance, if required', 'Reporting, analyzing expenses a/c probably for required adjustment / management report with scrutiny if any discrepancy', 'Liaison with Statutory Audit -Internal / external', 'Obtain information from user department', 'Checking and post mass addition report for monthly closing', 'Perform capitalization, depreciation, sale disposal entries for fixed assets', 'Maintain Fixed Asset Register', 'Review all open asset codes and perform ledger scrutiny', 'Inquire with user departments regarding status of CWIP items', 'Receive Certificate of completion from user department, if required', 'Confirm asset head wise – amount details for the assets to be capitalized from user department', 'Create FA in the system and recognize the asset in the FAR', 'Perform physical verification for raw material, finished goods and fixed assets', 'Maintain physical count SOP', 'Setup committees - process - schedules for stocktaking. Periodical / annuals', 'Maintain, arrange annual physical count for GAFI - Custom authorities', 'Perform accounting for adjustment', 'Receive data/Calculations from other departments', 'Prepare the MIS reports (Refer to the MIS tabs for further information', 'Circulate the reports internally for management review', 'Create,analyzing and circulate materials costing consumed thru Department / Projects incurred on monthly wise', 'Attend trainings conducted by HR, admin or other dept. such as Safety, Learning & Development, etc', 'Attend team meetings for Finance or non-Finance activities', ""Interface for meeting with governmental authorities / vendor's"", 'Obtain Form 13 which is required to get rebate in Vat ( 14% ) in case of domestic purchases', 'Follow up to finalizing Form 13 for services rendered thru team and third party', 'Any special project being performed such as process improvement initiatives, one time digitization of master data, etc', 'Contorting utilities which provided thru governmental authorities to be matching with our consumption with reviewing conditions updating to redeem benefits of company - Electricity maximum load - power Factor', 'Receive data for all waste type/clear plant from waste ,hazard with sale waste and git red garbage with good pricing and conditions', 'Adherence and comply for quotations collected and sale', 'Enlargement of sales - other revenue- which reach to 0.7m : 1m EGP/- monthly', 'Follow with Dept. user to collections and adjust accounting for matching ERP balances', 'Member in procurement committee for controlling, tracing CTC of company', 'Searching of alternative vendors/process for saving cost']","['Experience Required 12 – 15 \xa03 of which in a similar position in an industrial business', 'B.Sc. Financial Accounting, preferably a CFA (Certified Financial Accountant']"
96,Market Researcher,Turning Point for Consultancies and Development,Cairo, Egypt,"['Part Time', 'Freelance / Project']",Experienced,"['Preparing Market research, analysis and feasibility studies', 'The market researcher will join an introductory meeting with the client to clearly obtain all needed data to start formulating the general guidelines for preparing the feasibility study', 'In the same day, the market researcher will provide Turning Point Company with the steps to be followed in the assignment in details, along with the specific time and cost for finalizing the client’s job', 'The company will study the offer and discuss it with the candidate for final approval, amend or rejection', 'The candidate will face competition indoors from specialists of the company along with outdoors competition. Competition will be measured in terms of innovative ideas, maximizing the company’s profitability, reducing client’s cost and speeding up the process with maintaining the accuracy and honesty', 'Upon finalizing the study on time or before, the management will discuss thoroughly the study before submitting to client for presentation', 'After management approval, the researcher will prepare the final presentation to be submitted to client, and he/she can be asked to join a final meeting with the client in order to defend the marketing results and findings, and final recommendations', 'Client will submit a final rating to the candidate’s work after job completion', 'Consultancies', 'The candidate can be assigned for consultancy job with part time fees, if requested by clients', 'Client will submit a final rating to the candidate’s work after job completion', 'Education and Courses', 'The candidate can be assigned for training with part time fees, if requested by clients', 'Client will submit a final rating to the candidate’s work after job completion']","['Experience in Market research, market analysis and preparing feasibility studies not less than 5 years', 'Honesty, punctuality, professionality, and loyalty to our company’s work is a must', 'Candidate to have access for marketing data and analysis (Desk research', 'Candidate can easily conduct or use a team for making focus groups on ground field studies for any industry needed', 'Candidate must be innovative to find marketing solutions and tailor services as per clients’ needs and financial capabilities', 'Excellent user to Microsoft office especially power point to prepare the needed presentations', 'Male or Female', 'Candidate with experience in giving marketing consultancies to clients is a plus', 'Fluency in English is a plus', 'Having Good appearance and presentation skills is a plus, to conduct presentation or give courses to clients upon their request']"
97,Deputy Internal Audit Manager,Confidential,Gharbia, Egypt,['Full Time'],Manager,"['Responsible for protecting the assets of an organization by completing audits and recommending improvements', 'Perform internal audit planning and risk assessment activities and develop audit scopes, objectives, and work plans, including the selection of appropriate audit tests, identification of key controls, utilization of data analytics, and other audit techniques', 'Proactively interact with management and stakeholders to gather information, resolve problems, and make recommendations for business and process improvement', 'Evaluate the sufficiency of and adherence to internal policies and procedures and regulatory compliance', 'Share summaries, findings, and recommended operating improvements with the management', 'Review processes policies and procedures, prepare their action plan, and update all necessary updates for them', 'Determine compliance with policies and procedures', 'Help in assessing the quality and operational effectiveness of internal controls to provide assurance and recommendations for improvement, in accordance with the audit plan and company control procedures', 'Collect and analyze data to detect deficient controls or non-compliance with laws, regulations, and management policies', 'Participate in identifying key control points and risk areas based on risk assessments, previous audit reports and understanding of the audited functions', 'Assist in the execution of business process oriented internal control reviews, compliance audits and activities that deliver the audit plan and provide the business with comfort on the internal control environment', 'Prepare detailed reports on audit findings', 'Perform an adequate follow up over the reported findings to ensure that the proper implementation of the agreed upon action plan', 'Monitor compliance with regulations and controls by examining and analyzing records, reports, operating practices, and documentation', 'Prepare for audits by conducting appropriate research; preparing and distributing draft reports to the executive management; and completing audit work papers and memoranda by documenting audit tests and findings', 'Communicates audit progress and findings, and improves protection by recommending changes in the internal control structure']","['Education: Bachelor’s degree in commerce; major accounting', 'years of experience in Audit, Risk Management, Quality Assurance', 'Have a good knowledge in audit', 'Data Analysis Skills', 'Proven knowledge of auditing standards and procedures, laws, rules and regulations', 'Males Only', 'CIA, CPA, MBA, ACCA is a plus', 'Excellent computer skills', 'Excellent communication skills']"
98,Sales Support Administrator,Aman,"Maadi, Cairo", Egypt,['Full Time'],Entry Level,"['A sales analyst evaluates and identifies trends in sales by analyzing industry data, from both within a company and outside. This involves collecting and examining data and using the information gathered to create coherent, intelligent reports, and make recommendations to optimize sales activities and increase market share', 'Gather and analyze data in order to understand problems and address them proactively', 'Review past sales data to determine trends in productivity', 'Prepare accurate reports using data from internal and external sources', 'Monitoring and evaluating sales performance', 'Monitoring and analyzing competitive activity, customer, and market trends', 'Providing actionable insights to guide the sales and marketing teams and Determining sales potential and making recommendations', 'Contributing to the development of sales plans and objectives', 'Collaborate with team members and members of other departments']","[""Bachelor's degree in Accounting, Marketing, Finance, or equivalent"", 'Strong research and data analysis skills and problem-solving', 'Proficiency in Microsoft Office and presentation skills', 'Strong knowledge of word processing, spreadsheet, database and presentation software', 'Excellent time management and demonstrated ability to multitask and prioritize', 'Strong work ethic and willingness to take initiative', 'Superior oral and written communication']"
99,Senior Software Business Analyst / Product Owner,New Innovation Technologies,"Nasr City, Cairo", Egypt,['Full Time'],Experienced,"['Organizing, specifying and modeling the requirements to ensure they are complete and unambiguous', 'Gather Solution Requirements, Prepare business requirements document and Writing User Stories', 'Prepare detailed analysis document with complete awareness with the appropriate techniques and well definition for functional and non-functional requirements', 'Develop requirements specification document using UML Technology', 'Ensuring that the documentation of the requirements is in a layout and format that can be easily shared with and understood by stakeholders', 'Uncover the underlying business issues that need to be addressed and discover any information related to the project', 'Making sure that the requirements map to the business need being addressed, they are approved by all the appropriate stakeholders and that they meet with relevant quality standards', 'Possess a fundamental understanding of end-to-end customer experience integration and dependencies', 'Accountable for a created product(s), delivering in the product model and communicating the product needs with business partners', 'Collaborate with stakeholders during the visioning and concept development of a product', 'Assess value, develop cases, and prioritize stories, epics, and themes to ensure work focuses on those with a maximum value that is aligned with product strategy', 'Ensures integrity of the project', 'Develop, recommend and monitor corrective and preventive actions', 'Work with the technical team to develop business and technical requirements', 'Collaborate with the solution architect to refine the business design along technical constraints', 'Support developers and QC engineers by clarifying requirements or business concerns raised anytime within the development life cycle']","['years of experience in agile environment', 'years of experience in ERP/HIMS is a plus', 'Solid experience project management tools', 'Ability to understand and write technical documentation including scope of work', 'Maintains and retains project data and materials as required', 'Ability to transform business requirements to technical requirements after business analysis', 'Ability to achieve a results-driven structure', 'Ability to create flowcharts and uses cases', 'Critical thinking, committed and innovative', 'Sponsor innovation in the teamwork', 'Familiar with big data analysis is a plus', 'Project management is a plus', 'Familiar with security policies and procedures is a plus', 'Knowledge of systems UX and R&D']"
100,AR & Collection Accountant,T&D Design,"New Cairo, Cairo", Egypt,['Full Time'],Experienced,"['Perform day to day financial transactions, including verifying, classifying, computing, posting, and recording accounts receivable’s data', 'Reconcile the accounts receivable ledger to ensure that all payments are accounted for and properly posted', 'Create and process electronic invoices\xa0according to company policy and local legislation', 'Facilitate payment of due invoices by sending bill reminders and contacting clients', 'Ensure that all client’s collections receipts are timely recorded and matched against it related paid invoices issued by the company', 'Perform other financial responsibilities as and when required', 'Follow up on collect, allocate payments, and monitoring customer account details for non-payments, delayed payments, and other irregularities', 'Responsible for monitoring and maintaining assigned accounts- Customer calls, account adjustments, small balance write off, customer reconciliations and processing credit memos']","['Bachelor’s Degree in Accounting- preferred English section', 'years of experience in Account Receivables and Collections', 'High communication skills (written & verbal', 'Excellent Negotiation skills', 'Advanced user of MS Excel', 'Comfortable working with targets', 'Problem solving skills', 'Follow Up skills']"
