,Job Title,Company Name: ,Location,Country,Employment Type,Experience Needed,Description,Requirments
89,Marketing & PR Manager / Sharqia,International Smart for Education Services - ISES,Sharqia, Egypt,['Full Time'],Experienced,"['Marketing Planning', 'Planned marketing and branding objectives and Strategy', 'Developed and aligned marketing strategies in compliance with the company objectives', 'Planning & implementing promotional campaigns for the new admissions', 'Preparing print marketing campaigns', 'Monitoring & measuring the promotional ideas results', 'Supervising & delegating tasks to the school reception team', 'Aligned and implemented marketing strategy with digital marketing action plan', 'Analyzed market trends, client insights and feedbacks to recommend based modifications for the marketing and business development strategies', 'Developing Marketing Segmentation analysis (based on deep marketing research', 'Prepared budgets. (Allocate our resources to implement the marketing actions needed to serve our strategy', 'Conducting in-depth data analysis using traditional and advanced methods', 'Make a qualitative & quantitative research', 'Collecting data on competitors and market place and consolidating information into actionable items, reports and presentations', 'Analyze the pricing comparison between our company & competitors', ""Managing all new admission applicant's tours, requirements & interviews"", 'Analyze the Egyptian economic situation and how it effects on instability in the prices', 'Planned outdoor campaigns, evaluated agencies & monitored implementation process to measure ROI', 'Creating deals concerning the new admissions with nurseries', ""Handling & receiving parent's suggestions, concerns & complains""]","['Bachelor’s degree in marketing or related field', 'years of experience in marketing and PR', 'Excellent written and verbal communication skills', 'Strong copywriting and content creation skills', 'Ability to multi-task', 'Ability to work well under pressure and manage time effectively', 'Ability to take initiative to develop new strategies and outside-the-box ideas', 'Leadership skills are necessary for directing staff', 'Fluent English (Reading - Writing- Speaking', 'He has the ability to travel and stay in sharqia for 5 days a week in Sharqia - We provide accommodation there']"
90,Data Analyst,INSITE OOH,"Zamalek, Cairo", Egypt,['Full Time'],Entry Level,"['As one of the essential links in the Data Flow System, the Data Analyst contributes to the Data Entry and Verification, overseeing the whole process to ensure that data is fully valid and free of errors, and making sure that information flows timely and securely towards our partner INSITE OOH, updating the team about new campaigns in a timely manner']","['years of Experience preferably', 'Strong knowledge of Python, and Excel', 'Good knowledge of Tableau software or Other BI tools', 'Knowledge of R programing Language is preferred', 'Solid analytical skills and Analytic eyes for details', 'Good understanding of database methodology']"
91,Financial Accountant,Altajamouat Investment Egypt,Giza, Egypt,['Full Time'],Entry Level,"['Gather and monitor financial data (e.g. sales revenues and liabilities', 'Prepare monthly, quarterly and annual statements (balance sheets and income statements', 'Forecast costs and revenues', 'Manage tax payments', 'Organize internal audits', 'Prepare budgets (for the entire company and by department', 'Monitor and report on accounting discrepancies', 'Conduct detailed risk analyses to assess potential investments', 'Analyze financial trends', 'Perform month-end and year-end close processes', 'Post and process journal entries to ensure all business transactions are recorded', 'Update accounts receivable and issue invoices', 'Update accounts payable and performs reconciliations', 'Assist in the processing of balance sheets, income statements and other financial statements according to legal and company accounting and financial guidelines', 'Assist with reviewing of expenses, payroll records etc. as assigned', 'Update financial data in databases to ensure that information will be accurate and immediately available when needed', 'Prepare and submit weekly/monthly reports', 'Assist senior accountants in the preparation of monthly/yearly closings', 'Assist with other accounting projects']",[]
92,Market Researcher,MAJ Consulting Group,"Downtown, Cairo", Egypt,['Full Time'],Experienced,"['Retrieval of internal information for the corporate database, internet sites, or other internal/ external sources', 'Development of specific questionnaires within the course of external feasibility studies or site Pre-qualification process', 'Analysis and integration of the feasibility result from the external surveys into full reports, brief texts or slide as required', 'Analyze study outline and identify possible issues prior to the development of the specific questionnaires', 'Review and analyze all information retrieved from the external investigation, as appropriate and compile summary and conclusion into feasibility reports, texts or slides within the allowed timeline', 'Prepare applications and studies for obtaining financing needed for each project from the governmental agencies and banks', 'Analyze financial information to forecast business, industry and economic conditions for use in making investment decisions']","['Bachelor degree in a relevant field', 'MBA is Preferred']"
93,Feasibility Study Specialist,MAJ Consulting Group,"Downtown, Cairo", Egypt,['Full Time'],Experienced,"['Retrieval of internal information for the corporate database, internet sites, or other internal/ external sources', 'Development of specific questionnaires within the course of external feasibility studies or site Pre-qualification process', 'Analysis and integration of the feasibility result from the external surveys into full reports, brief texts or slide as required', 'Analyze study outline and identify possible issues prior to the development of the specific questionnaires', 'Review and analyze all information retrieved from the external investigation, as appropriate and compile summary and conclusion into feasibility reports, texts or slides within the allowed timeline', 'Prepare applications and studies for obtaining financing needed for each project from the governmental agencies and banks', 'Analyze financial information to forecast business, industry and economic conditions for use in making investment decisions']","['Bachelor degree in a relevant field', 'MBA or CMA Preferred']"
94,General Accountant,Misr Elhegaz Group,"Heliopolis, Cairo", Egypt,['Full Time'],Experienced,"['Performing audits on financial data to assure its accuracy and truthfulness', 'Aligning general ledger accounting practices to support budgeting and forecasting', 'Entering financial data such as accruals, deferrals, reclassifications, and interdepartmental entries into the ledger on a monthly basis, as well as preparing reports', 'Performing account analysis to ensure that journal entries and balances are correct', 'Reconciling accounts with the general ledger', 'Gathering supporting documentation and performing recordkeeping', 'Keeping abreast of regulatory requirements and best practices in accounting']","[""Bachelor's or associate's degree in accounting, or in a related specialization"", 'Certified Public Accountant (CPA) or CPA candidate preferred', 'At least 2 years experience in general ledger accounting, or similar', 'Proficiency in accounting and business management software, such as \xa0SAP', 'In-depth knowledge of accounting standards and regulations', 'Superb time-management and organizational skills', 'Excellent collaboration and communication skills']"
95,Accounting Manager (MULTINATIONAL) (IND) - Factory,Pillars,Cairo, Egypt,['Full Time'],Manager,"['Checking ,validation and Post the invoice including any adjustments', 'Follow-up with vendor/user dept. , in case of mismatch', 'Handle vendor queries - local', 'Review invoice processing voucher, approve on system (if applicable), do physical signature on the voucher', 'Checking ,validation and Post the invoice including any adjustment', 'Manually check invoice against the agreement with the vendor', 'Checking store receiving with inssure complete store process', 'Post and validate the invoice including any adjustments', 'Follow-up with vendor/user dept. , in case of mismatch', 'Handle vendor queries -foreign and local vendors', 'Follow up and validate settlement payment for closing cycle', 'Receive invoices from the vendor/logistics dept', 'Check for required approvals, if applicable', 'Conduct detailed check on the invoice including individual Lorry Receipts', 'Post the invoice including any adjustments', 'Follow-up with vendor/user dept. , in case of mismatch', 'Handle vendor queries -Local', 'Receive T&E claim along with supporting', 'Perform a detailed check on the claim form against the supporting and supervisor approvals as per policy', 'Process the claim on the ERP', 'Reach out to the employee, in case of any discrepancy', 'Handle employee queries', 'Check cash payemnt voucher before relasing with proper proof and authorized signature', 'Validate voucher run on ERP', 'Check cash payment on ERP with plan for cash reducing', 'Setup SOP for petty cash - cash purchase and to be thru ERP process for controling and tracking', 'Perform GRIR clearing, i.e., identify the invoices not received by vendor but material has been received', 'Provide information for closing purpose', 'Perform Vendor balance confirmation/reconciliations', 'Coordinate and resolve any issues that may arise', 'Certify settlement of advance to supplier a/c - receiving inventory and AP accrual', 'Perform quality check', 'Obtain information from user department', 'Perform computation for the accounting entry for provision - accruals', 'Post accounting entry in the ERP system', 'Monitor, track and govern agreed timelines as per closing target date', 'Tracking , perform CAPEX project a/c as per budget and analyzing on monthly base', 'Coordinate and resolve any issues that may arise', 'Perform GL wise review of trial balance', 'Prepare and review trial balance', 'Approve trial balance, if required', 'Reporting, analyzing expenses a/c probably for required adjustment / management report with scrutiny if any discrepancy', 'Liaison with Statutory Audit -Internal / external', 'Obtain information from user department', 'Checking and post mass addition report for monthly closing', 'Perform capitalization, depreciation, sale disposal entries for fixed assets', 'Maintain Fixed Asset Register', 'Review all open asset codes and perform ledger scrutiny', 'Inquire with user departments regarding status of CWIP items', 'Receive Certificate of completion from user department, if required', 'Confirm asset head wise – amount details for the assets to be capitalized from user department', 'Create FA in the system and recognize the asset in the FAR', 'Perform physical verification for raw material, finished goods and fixed assets', 'Maintain physical count SOP', 'Setup committees - process - schedules for stocktaking. Periodical / annuals', 'Maintain, arrange annual physical count for GAFI - Custom authorities', 'Perform accounting for adjustment', 'Receive data/Calculations from other departments', 'Prepare the MIS reports (Refer to the MIS tabs for further information', 'Circulate the reports internally for management review', 'Create,analyzing and circulate materials costing consumed thru Department / Projects incurred on monthly wise', 'Attend trainings conducted by HR, admin or other dept. such as Safety, Learning & Development, etc', 'Attend team meetings for Finance or non-Finance activities', ""Interface for meeting with governmental authorities / vendor's"", 'Obtain Form 13 which is required to get rebate in Vat ( 14% ) in case of domestic purchases', 'Follow up to finalizing Form 13 for services rendered thru team and third party', 'Any special project being performed such as process improvement initiatives, one time digitization of master data, etc', 'Contorting utilities which provided thru governmental authorities to be matching with our consumption with reviewing conditions updating to redeem benefits of company - Electricity maximum load - power Factor', 'Receive data for all waste type/clear plant from waste ,hazard with sale waste and git red garbage with good pricing and conditions', 'Adherence and comply for quotations collected and sale', 'Enlargement of sales - other revenue- which reach to 0.7m : 1m EGP/- monthly', 'Follow with Dept. user to collections and adjust accounting for matching ERP balances', 'Member in procurement committee for controlling, tracing CTC of company', 'Searching of alternative vendors/process for saving cost']","['Experience Required 12 – 15 \xa03 of which in a similar position in an industrial business', 'B.Sc. Financial Accounting, preferably a CFA (Certified Financial Accountant']"
96,Market Researcher,Turning Point for Consultancies and Development,Cairo, Egypt,"['Part Time', 'Freelance / Project']",Experienced,"['Preparing Market research, analysis and feasibility studies', 'The market researcher will join an introductory meeting with the client to clearly obtain all needed data to start formulating the general guidelines for preparing the feasibility study', 'In the same day, the market researcher will provide Turning Point Company with the steps to be followed in the assignment in details, along with the specific time and cost for finalizing the client’s job', 'The company will study the offer and discuss it with the candidate for final approval, amend or rejection', 'The candidate will face competition indoors from specialists of the company along with outdoors competition. Competition will be measured in terms of innovative ideas, maximizing the company’s profitability, reducing client’s cost and speeding up the process with maintaining the accuracy and honesty', 'Upon finalizing the study on time or before, the management will discuss thoroughly the study before submitting to client for presentation', 'After management approval, the researcher will prepare the final presentation to be submitted to client, and he/she can be asked to join a final meeting with the client in order to defend the marketing results and findings, and final recommendations', 'Client will submit a final rating to the candidate’s work after job completion', 'Consultancies', 'The candidate can be assigned for consultancy job with part time fees, if requested by clients', 'Client will submit a final rating to the candidate’s work after job completion', 'Education and Courses', 'The candidate can be assigned for training with part time fees, if requested by clients', 'Client will submit a final rating to the candidate’s work after job completion']","['Experience in Market research, market analysis and preparing feasibility studies not less than 5 years', 'Honesty, punctuality, professionality, and loyalty to our company’s work is a must', 'Candidate to have access for marketing data and analysis (Desk research', 'Candidate can easily conduct or use a team for making focus groups on ground field studies for any industry needed', 'Candidate must be innovative to find marketing solutions and tailor services as per clients’ needs and financial capabilities', 'Excellent user to Microsoft office especially power point to prepare the needed presentations', 'Male or Female', 'Candidate with experience in giving marketing consultancies to clients is a plus', 'Fluency in English is a plus', 'Having Good appearance and presentation skills is a plus, to conduct presentation or give courses to clients upon their request']"
97,Deputy Internal Audit Manager,Confidential,Gharbia, Egypt,['Full Time'],Manager,"['Responsible for protecting the assets of an organization by completing audits and recommending improvements', 'Perform internal audit planning and risk assessment activities and develop audit scopes, objectives, and work plans, including the selection of appropriate audit tests, identification of key controls, utilization of data analytics, and other audit techniques', 'Proactively interact with management and stakeholders to gather information, resolve problems, and make recommendations for business and process improvement', 'Evaluate the sufficiency of and adherence to internal policies and procedures and regulatory compliance', 'Share summaries, findings, and recommended operating improvements with the management', 'Review processes policies and procedures, prepare their action plan, and update all necessary updates for them', 'Determine compliance with policies and procedures', 'Help in assessing the quality and operational effectiveness of internal controls to provide assurance and recommendations for improvement, in accordance with the audit plan and company control procedures', 'Collect and analyze data to detect deficient controls or non-compliance with laws, regulations, and management policies', 'Participate in identifying key control points and risk areas based on risk assessments, previous audit reports and understanding of the audited functions', 'Assist in the execution of business process oriented internal control reviews, compliance audits and activities that deliver the audit plan and provide the business with comfort on the internal control environment', 'Prepare detailed reports on audit findings', 'Perform an adequate follow up over the reported findings to ensure that the proper implementation of the agreed upon action plan', 'Monitor compliance with regulations and controls by examining and analyzing records, reports, operating practices, and documentation', 'Prepare for audits by conducting appropriate research; preparing and distributing draft reports to the executive management; and completing audit work papers and memoranda by documenting audit tests and findings', 'Communicates audit progress and findings, and improves protection by recommending changes in the internal control structure']","['Education: Bachelor’s degree in commerce; major accounting', 'years of experience in Audit, Risk Management, Quality Assurance', 'Have a good knowledge in audit', 'Data Analysis Skills', 'Proven knowledge of auditing standards and procedures, laws, rules and regulations', 'Males Only', 'CIA, CPA, MBA, ACCA is a plus', 'Excellent computer skills', 'Excellent communication skills']"
98,Sales Support Administrator,Aman,"Maadi, Cairo", Egypt,['Full Time'],Entry Level,"['A sales analyst evaluates and identifies trends in sales by analyzing industry data, from both within a company and outside. This involves collecting and examining data and using the information gathered to create coherent, intelligent reports, and make recommendations to optimize sales activities and increase market share', 'Gather and analyze data in order to understand problems and address them proactively', 'Review past sales data to determine trends in productivity', 'Prepare accurate reports using data from internal and external sources', 'Monitoring and evaluating sales performance', 'Monitoring and analyzing competitive activity, customer, and market trends', 'Providing actionable insights to guide the sales and marketing teams and Determining sales potential and making recommendations', 'Contributing to the development of sales plans and objectives', 'Collaborate with team members and members of other departments']","[""Bachelor's degree in Accounting, Marketing, Finance, or equivalent"", 'Strong research and data analysis skills and problem-solving', 'Proficiency in Microsoft Office and presentation skills', 'Strong knowledge of word processing, spreadsheet, database and presentation software', 'Excellent time management and demonstrated ability to multitask and prioritize', 'Strong work ethic and willingness to take initiative', 'Superior oral and written communication']"
99,Senior Software Business Analyst / Product Owner,New Innovation Technologies,"Nasr City, Cairo", Egypt,['Full Time'],Experienced,"['Organizing, specifying and modeling the requirements to ensure they are complete and unambiguous', 'Gather Solution Requirements, Prepare business requirements document and Writing User Stories', 'Prepare detailed analysis document with complete awareness with the appropriate techniques and well definition for functional and non-functional requirements', 'Develop requirements specification document using UML Technology', 'Ensuring that the documentation of the requirements is in a layout and format that can be easily shared with and understood by stakeholders', 'Uncover the underlying business issues that need to be addressed and discover any information related to the project', 'Making sure that the requirements map to the business need being addressed, they are approved by all the appropriate stakeholders and that they meet with relevant quality standards', 'Possess a fundamental understanding of end-to-end customer experience integration and dependencies', 'Accountable for a created product(s), delivering in the product model and communicating the product needs with business partners', 'Collaborate with stakeholders during the visioning and concept development of a product', 'Assess value, develop cases, and prioritize stories, epics, and themes to ensure work focuses on those with a maximum value that is aligned with product strategy', 'Ensures integrity of the project', 'Develop, recommend and monitor corrective and preventive actions', 'Work with the technical team to develop business and technical requirements', 'Collaborate with the solution architect to refine the business design along technical constraints', 'Support developers and QC engineers by clarifying requirements or business concerns raised anytime within the development life cycle']","['years of experience in agile environment', 'years of experience in ERP/HIMS is a plus', 'Solid experience project management tools', 'Ability to understand and write technical documentation including scope of work', 'Maintains and retains project data and materials as required', 'Ability to transform business requirements to technical requirements after business analysis', 'Ability to achieve a results-driven structure', 'Ability to create flowcharts and uses cases', 'Critical thinking, committed and innovative', 'Sponsor innovation in the teamwork', 'Familiar with big data analysis is a plus', 'Project management is a plus', 'Familiar with security policies and procedures is a plus', 'Knowledge of systems UX and R&D']"
100,AR & Collection Accountant,T&D Design,"New Cairo, Cairo", Egypt,['Full Time'],Experienced,"['Perform day to day financial transactions, including verifying, classifying, computing, posting, and recording accounts receivable’s data', 'Reconcile the accounts receivable ledger to ensure that all payments are accounted for and properly posted', 'Create and process electronic invoices\xa0according to company policy and local legislation', 'Facilitate payment of due invoices by sending bill reminders and contacting clients', 'Ensure that all client’s collections receipts are timely recorded and matched against it related paid invoices issued by the company', 'Perform other financial responsibilities as and when required', 'Follow up on collect, allocate payments, and monitoring customer account details for non-payments, delayed payments, and other irregularities', 'Responsible for monitoring and maintaining assigned accounts- Customer calls, account adjustments, small balance write off, customer reconciliations and processing credit memos']","['Bachelor’s Degree in Accounting- preferred English section', 'years of experience in Account Receivables and Collections', 'High communication skills (written & verbal', 'Excellent Negotiation skills', 'Advanced user of MS Excel', 'Comfortable working with targets', 'Problem solving skills', 'Follow Up skills']"
101,Issuing Fraud Monitoring Senior Analyst,Network International -Egypt,"New Cairo, Cairo", Egypt,['Full Time'],Experienced,"['Monitor transactional-based card spends on a 24x7 basis as per company procedures, agreed service standards and in accordance with agreed controls and procedures', 'Contact cardholders and merchants on suspicious activities on their card/merchant accounts and take necessary actions as per company procedures in accordance with agreed controls and TAT’s', 'Conducting the review of all triggered alerts based on the pre-defined rules in the fraud detection tool. • Identify fraudulent trends and execute the appropriate action as per the unit process', 'Improve Fraud Collection by reaching out to merchants and Acquirers immediately upon fraud confirmation notification', 'The daily set target of alerts evaluation to be achieved per shift, and all queued alerts to be cleared maintaining no pending alerts by Shift and on timely manners', 'Follow the proper channel of escalation and ensure that all critical issues are timely reported to guarantee the rapid fix', 'Ensure that track records of Fraudulent Case Reports for all cases are properly produced and documented for history keeping', 'Initiate outbound fraud alert notification through email to the internal team, Banks, Merchants, business', 'Effectively action on the fraud trend with regular review of the fraud cases analysing the trend for better CPP identification', 'Manage data compilation, retention, summarization, and publication for Issuing', 'Respond to all inquiries (Banks and internal team) professionally via email/Remedy', 'Deliver efficient and quality services to both internal and external customers that meet or exceed agreed service standards', 'Follow the rules and procedure / process as per the SLA for the issuing clients', 'Adhere to the internal and external Audit / Compliance requirements in the Unit/organization', 'Determining problems or issues in queries or complaints handling nature and proposing solutions for Enhancements', 'Ensure that the schemes related fraud alerts are timely actioned and reported to the concerned client bank', 'Act as an escalation point and ensure resolution of client issues by identifying and reporting incidents in accordance with NI standards', 'Deliver all the required support /task assigned on ADHOC requirement from the management. Provide the reporting that is required and case closure within the agreed time', 'This is in line with the unit goal to form a successful backup program with multi skills players']",['Educated to Degree level from a recognized university']
102,IT Manager,Windrose Academy,"Katameya, Cairo", Egypt,['Full Time'],Manager,"['Responsible for maintaining infrastructure (WIFI, Switches, and Connectivity', 'Provides servers maintenance, troubleshooting and installation', 'Responsible for the Implementation of any IT system', 'Monitor daily operations, including server hardware, software and operating systems', 'Ensure security of data, network access and backup systems', 'Select and purchase new and replacement hardware and software when needed', 'Manage the technical support team']","['Proven working experience as an IT Manager or relevant experience', 'Excellent knowledge of technical management, information analysis and of computer hardware/software systems', 'Hands-on experience with computer networks, network administration and network installation', 'Excellent communication and leadership skills', 'Excellent command in written and spoken English', 'BS in Computer Science, MIS or similar field']"
103,Senior Business Analyst,United Media Services,"Heliopolis, Cairo", Egypt,['Full Time'],Experienced,"[""Define, analyze and document our clients' related requirements"", 'Keep track of the project objective and manage its requirements and challenges', 'Analyze and provide business insights and make our clients experience better and recommend them the best practices', 'Build functional test cases for products', 'Identify related trends and opportunities and propose applicable one that relates to the industry', 'Conduct internal and third-party review meetings along with the business team']","[""Bachelor's degree from a reputable university"", 'Minimum 2 years of experience in the same role, preferably in handling managerial experience', 'Previous experience in business/system analysis or quality assurance is a must', 'Very good command of English language', 'Relevant retail domain knowledge', 'Proven experience in modeling business processes and relevant technology', 'Analytical skills set', 'Innovative mindset and technology awareness', 'An ethical and professional approach to work', 'Perfect organization skills and time-management']"
104,Finance Manager,Confidential,"Agouza, Giza", Egypt,['Full Time'],Manager,[],[]
105,FP&A Associate,Gulfmed Egypt,"Maadi, Cairo", Egypt,['Full Time'],Experienced,"['Provides analytical, forecasting, reporting, and project support to the finance team', 'Produces monthly reports, which include key metrics, financial results, and variance reporting', 'Spearheads the annual and quarterly budgeting and forecasting processes', 'Identify opportunities for performance improvement across the organization', 'Maintains knowledge and keeps abreast of new investment regulations and policies', 'Evaluates capital expenditures and asset depreciation', 'Creates financial models based on analyses to support organizational decision-making', 'Develops financial plans and reports for organizational leaders', 'Analyzes industry trends and makes recommendations based on those trends', 'Develops automated reporting and forecasting tools for more efficient use of data']","[""Bachelor's degree in Finance, Accounting, or any related field"", 'years of experience in corporate finance, financial planning & analysis, investment banking, and other related fields', 'Strong working knowledge of Excel and financial modeling', 'Exposure to ERP/Odoo is an asset', 'Excellent analytical, decision-making, and problem-solving skills']"
106,Finance Manager,Confidential,Cairo, Egypt,['Full Time'],Manager,"['Monitor the day-to-day financial operations within the company (payroll, invoicing, and other transactions) • Prepare financial statements, business activity reports, and financial forecasts', 'Prepare monthly and quarterly management reporting', 'Ensure that the organization’s financial records and recordkeeping methods are in compliance with applicable standards and regulations', 'Manage employees who are responsible for financial reporting and budgeting', 'Support project analysis, validation of plans, and ad-hoc requests', 'Periodically review the organization’s financial reports and identify opportunities for cost reduction', 'Analyze data and advise top management on how to maximize profits', 'Developing strategies that work to minimize financial risk, Manage the preparation of the company’s budget']","[""Bachelor's degree in Accounting or Finance"", 'years of experience in Accounting ( 8 years construction IS MUST', 'Advanced Excel, word and PowerPoint skills', 'ERP system user']"
107,Research Analyst,El Nour trading,"Haram, Giza", Egypt,['Full Time'],Experienced,"['Generate investment ideas based on fundamental research and data analysis', 'Build detailed fundamental commodity supply and demand models', 'Develop and expand analytics tools and processes while staying on top of market research and insights', 'Collecting data concerning commodities and its influencers', 'Commodity research and regularly updates', 'Analyzing large data and interpreting econometric and statistical output', 'Monitoring and updating relevant data of interest', 'Contributing to the preparation of technical reports, periodic reports for dissemination to colleagues, Senior Management', 'Building and updating a reliable database covering variables of interest to strategical management dept', 'Contributing to the preparation of regular research reports to monitor developments in global trade and trade finance', 'Leading ongoing efforts to build time series data', 'Participating in the conduct of cutting-edge research in economics, ranging from theoretical methodological issues to applied economics touching on trade development and financial issues covering sector']","['Commodities physical trading knowledge', 'Ability to analyze and interpret econometrics and statistical outputs', 'Familiarity with major micro/macroeconomic a', 'Ability to work with minimal supervision and under pressure with tight deadlines', 'Excellent communication and interpersonal skills', 'Advanced knowledge MS office', 'intermediate knowledge of economic softwares (Eikon,bloomberg terminal']"
108,Real Estate Chief Financial Officer (CFO,Al Aliaa,"Mohandessin, Giza", Egypt,['Full Time'],Senior Management,"['Ensuring all accounting transaction are performed correctly on time', 'Confirm transaction are made accurately and entered in the accounting system', 'Ensure suppliers invoice and reconciled and payments made', 'Reconcile financial transaction every month', 'Validate and reconcile inventory and fixed asset accounts', 'Liaise with the department head to collect data for preparing budget and forecast', 'Ensure collect data is loaded in analytical software', 'Compare actual with a budget and determine the reason for the variances monthly', 'Prepare year-end financial statement', 'Ensure weekly bank reports generated by the Accounting are properly reconciled with the bank statement', 'Prepare a report for the finance management team', 'Check cost center expenses and compare them against budget', 'Validate online expense claim and process forward for approval', 'Count petty cash weekly']","['Bachelor degree in accounting is required, Masters preferred', 'Real Estate experience is a must', 'Must possess a minimum of 6 years of experience in general or tax accounting', 'Must have oversight of monthly close, reviewing journal entries, reconciliation, and variance explanation', 'Punctual, reliable and must have strong communication skill', 'Expert in the computer ledger system', 'Advanced knowledge of excel and familiar with SAP 6.0 plus', 'Able to function in a team and possess the strong problem-solving skill', 'CPA certification preferred', 'Strong financial accounting experience and public accounting experience preferred', 'Excellent communication and presentation skill is required', 'Expert handling large ERP and reporting packages']"
109,System Analyst,Simple Way Digital Solution,"Shorouk City, Cairo", Egypt,['Full Time'],Entry Level,"['The associate business analyst is a part of a team driven to identify, develop and deliver innovative software solutions', 'The role of the associate business analyst is to understand and document the existing processes, policies, laws, business rules and software solutions, then work with the concerned parties to develop alternatives to improve the business practices by utilizing technologies to support digital transformation initiatives']","['A Bachelor’s degree in (computer science, computer engineering, Software engineering', 'to 2 years of relevant work experience (business analysis, software development, software implementation, etc']"
110,Stock Controller & Fixed Assets Senior Accountant,Mersal,Cairo, Egypt,['Full Time'],Experienced,[],"[""Accounting or equivalent Bachelor's Degree"", 'At least 3+ years of experience in Inventory management and stock control', 'Have a very good knowledge with the fixed assets register and depreciation calculation', 'Have excellent analytical and communication skills, and always like to be hands-on with several tools', 'Detail Oriented, structured and know how to prioritize', 'Consider yourself as someone who delivers solutions and not bottlenecks to be solved', 'Able to interact with senior-level and can meet expectations of multiple stakeholders', 'Multitasker and work under pressure', 'Look forward to learning each day on the job', 'Have robust interpersonal and intercultural skills', 'You can inspire several teams and stakeholders to rally behind a mission', 'Language skills: Good English and Arabic would be the mother tongue']"
111,Budget Specialist,Allamna Integrated Solutions,"Heliopolis, Cairo", Egypt,['Full Time'],Experienced,"[""Assist and prepare a budget based on the organization's performance, estimated revenue, expense reports, and past budget numbers"", 'Review operating budgets periodically to analyze trends affecting budget needs', 'Consults with unit heads to ensure adjustments are made in accordance with plan changes in order to facilitate long-term planning', 'Reviews expenditures of departments to ensure compliance with budget', 'Prepares comparative analyses of operating plans by analyzing costs in relation to services performed during previous fiscal years and submits reports to CFO with recommendations for budget revisions', 'Prepares charts and graphs', 'Tabulates statistical data for presentation in miscellaneous budget reports', 'Prepares financial statements showing profit and loss']","['BSc/MSc in accounting, finance, business or relevant field', 'years', 'Knowledge of data analysis and forecasting methods', 'Understanding of budgeting\xa0and regulatory requirements', 'Strong analytical skills', 'Outstanding communication skills (verbal and written', 'Attention to detail']"
112,Senior Inernal Auditor,Confidential,"Downtown, Cairo", Egypt,['Full Time'],Experienced,"['Prepare detailed reports on audit findings', 'Report to management about asset utilization and audit results, and recommend changes in operations and financial activities', 'Collect and analyze data to detect deficient controls, duplicated effort, extravagance, fraud, or non-compliance with laws, regulations, and management policies', 'Inspect account books and accounting systems for efficiency, effectiveness, and use of accepted accounting procedures to record transactions', 'Review data about material assets, net worth, liabilities, capital stock, surplus, income, and expenditures', 'Examine and evaluate financial and information systems, recommending controls to ensure system reliability and data integrity', 'Examine records and interview workers to ensure recording of transactions and compliance with systems and regulations', 'Examine inventory to verify journal and ledger entries', 'Produce up-to-the-minute information, using internal computer systems, to allow management to base decisions on actual, not historical, data in coordination with the concerned departments', 'Direct activities of personnel engaged in filing, recording, compiling, and transmitting financial records', 'Conduct pre-implementation audits to determine if systems and programs under development will work as planned', 'Auditing on request for investment', 'Assess financial status of clients', 'Evaluate the effectiveness and productivity of personnel policies or practices', 'Oversee business processes from financial & productivity point of view']","['Education: Bachelor’s degree in commerce; major accounting', 'Experience: 3 to 5 years of experience in a similar field', 'In-depth understanding of auditing and control practices', 'Strong mathematical and analytical skills', 'Days Off: Two days/Week [Friday and Saturday', 'Proven experience as an auditor', 'Bachelor’s degree from an accredited university', 'to 5 years of full-time experience in auditing, accounting, business analysis, and/or program evaluation', 'Professional Certificates (CIA or CPA) is a plus', 'Relevant industry expertise (preferable', 'Technology: advanced user (highly preferred']"
113,General Ledger Accountant,The Food Lab,"Maadi, Cairo", Egypt,['Full Time'],Entry Level,"['Prepares and records asset, liability, revenue, and expenses entries by compiling and analyzing account information', 'Compiles and analyzes financial information to prepare entries to accounts, such as general ledger accounts, and document business transactions', 'Compute taxes owed and prepare tax returns, ensuring compliance with payment, reporting and other tax requirements', 'Handling Petty Cash and recording the daily movement of cash', 'Responsible for transfer accounts payable and general ledger module', 'Maintains and balances subsidiary accounts by verifying, allocating, posting, reconciling transactions; resolving discrepancies', 'Prepare fixed assets register', 'Prepare monthly bank reconciliation', 'Assist in auditing activities by providing necessary information and preparing requested documentations', 'Manage general ledger and assist month-end and year-end close processes', 'Conduct monthly and quarterly account reconciliations to ensure accurate reporting and ledger maintenance']","['Bachelor degree', 'previous experience as a General Ledger', 'Males Only', 'Good command of English', 'Data Entry Management', 'Cairo and Giza residents only']"
114,Cost Accountant - Tourism,TRAVCO GROUP,"Sheikh Zayed, Giza", Egypt,['Full Time'],Experienced,"['Develop and maintain the cost accounting system, documents, and records of the organization', 'Collect cost information, review standard and actual costs for inaccuracies, and maintain an expenses database', 'Determine the actual cost of providing our service, scrutinize associated company expenses, and analyze profitability', 'Prepare and maintain an effective budget, also preparing budgeting reports (for the company and for each department', 'Analyze any changes in services provided in order to determine what effect it has on the cost', 'Prepare and complete internal cost audits', 'Prepare (monthly, quarterly and annual) cost forecasts', 'Provide management with reports that specify and compare factors that affect prices and profitability of products or services']","['years of experience in tourism filed', 'Advanced computer skills on MS Office (Advanced MS\xa0Excel skills), accounting software and databases', 'Strong attention to detail and good analytical skills', 'Ability to manipulate large amounts of data', 'BS degree in Accounting or Finance']"
