,Job Title,Company Name ,Location,Country,Employment Type,Experience Needed,Description,Requirments
615,Senior Test Automation Engineer,Expleo,"Maadi, Cairo", Egypt,['Full Time'],Experienced,"['Works on multiple phases of a project and/or multiple small projects of moderate scope and sometimes complex assignments', 'Takes responsibility for a certain area and conditions as well as results evaluation, problem resolution and planning', 'Selects appropriate standards, methods, tools and applications for project use', 'Applies data analysis and data modelling techniques to modify or maintain a data structure and its associated components (entity descriptions, relationship descriptions, attribute definitions', 'Creates and executes basic non-functional test scripts following a given set of guidelines and sets up test environments, data and monitors', 'Designs, codes, tests and documents simple programs or scripts and assists in the implementation of software which forms part of a properly engineered system', 'Co-ordinates the information gathering and reporting process, conducting research to define problems and preparing responses to anticipated questions', 'Accurately identifies project risks and reports effectively to relevant stakeholders. Manages issues, risks, actions, dependencies, and defects to the success of the project', 'Creates traceability records, from test cases back to requirements', 'Report on system quality and collects metrics on test cases', 'Produces test scripts, materials and regression test packs to test new and amended software or services', 'Maintains the status of project and provides guidance to the work of junior team members, works across teams to achieve group goals']","['Professional attitude, has developed a reputation as a trusted advisor', 'Good client-facing skills, experience in developing partnerships with the team and client and collaborating with others to exceed client expectations', 'Good problem solving skills, has experience in proposing different options and solutions for approaching and resolving issues', 'Adaptable and responds positively to changing business issues, sees change as an opportunity to improve performance', 'Excellent communication skills, adapts style accordingly and demonstrates an understanding of the audience’s perspective. Uses discretion when dealing with sensitive information']"
616,Risk Assistant Manager,A.T Lease Egypt,"Sheikh Zayed, Giza", Egypt,['Full Time'],Experienced,"['Assist in reviewing of Credit Proposal Memo with all their required contents implying credit analysis, macro and microanalysis with the assessment of the associated risks, review proposed obligor risk rating, review CBE reports, investigation reports, and all other related contracts, and prepare the related Risk Memo including a recommendation for mitigation of Risk', 'Assist in checking that the Credit Proposal Memo abides by A.T.LEASE strategy and credit policy and that the credit package is directed to the proper lending authority for approval. - Assist in monitoring existing credit relationships to ensure that the customer is not falling behind the rent schedule and review of lease portfolio on an annual basis', 'Assist in the preparation of Risk Management reports on a regular basis', 'Participate in enhancing internal control through reviewing the advising form prepared by the Credit Administration Department in order to ensure that the advising form is in compliance with the credit committee terms and conditions', 'Assist in Obtaining all required data and information needed from all AT-Lease departments for the purpose of preparing reports that show the major risks that the company may face. All reports and recommendations should be submitted to authorities', 'Follow up with all departments on all issues that may increase risk and affect the company, for example Delay Rentals, un-renewed insurance Policies, unregistered contracts, unregistered assets, and unmet terms & conditions', 'Un-utilized facilities, & Liquidity Positions. (etc…) - Assist in Issuing monthly ACP & I-Score reports - Assist in achieving A.T.LEASE Risk Management Division annual objectives regarding its scope. - Apply A.T.LEASE Anti Money Laundry Policy']","[""Bachelor's degree in Commerce or Business Administration"", 'Awareness of the business environment • Good computer skills', 'Minimum of 5 years experience in the credit analysis field', 'Excellent command of both English and Arabic Languages', 'Core Credit']"
617,SOC Engineer,Link Datacenter,Giza, Egypt,['Full Time'],Experienced,"['Detect, fingerprint, and mitigate cyber threats on a per-event basis', 'Participate in projects specific to Security Operations Center roadmap', 'Perform security incident analysis and recommend remediation steps', 'Work escalations from SOC analysts to completion in ticket tracking system', 'Create rules, filters, active channels, queries, trends and all other informational content based on use cases', 'Communicate and collaborate with security operations center analysts to optimize SIEM solution performance to better meet the needs of operations', 'Tune correlation rules and event data quality to maximize SIEM system efficiency', 'Provide support, recommendations and optimization for the SIEM platform', 'Interface with onsite clients to understand the quality aspects and expectations, as needed']","['Bachelor’s degree in IT, or related field of study preferred; MS degree is a plus', 'At least 2 years of experience within a Security Operations Environment or 2+ years of experience in Network Operations Center', 'Good knowledge of Various Security Technologies', 'Experience with Security Information and Event Management (SIEM) tools', 'Experience in event monitoring, correlation, event analysis, investigation and remediation of security events', 'Proven Knowledge and expertise in SIEM administration tasks including troubleshooting of various SIEM components', 'Experience in managing multiple SOC customers', 'Information security certifications, Professional Security certification is a plus (SSCP, GSEC, CIHE, GCIH, CEH, or equivalent']"
618,International Marketing Manager,Confidential,"Nasr City, Cairo", Egypt,['Full Time'],Manager,"[""International marketing manager is\xa0responsible for developing and executing business strategies to promote sales of their organization's products or services in multiple global markets"", ""An international marketing manager needs to be creative, generating new and innovative ideas and is responsible for strategizing efficient marketing plans for global promotions and advertising campaigns. International marketing managers conduct data and statistical analysis by analyzing global trends to identify opportunities that would generate resources and attract more potential clients. They also manage multiple business channels and organize business and sales transactions internationally. An international marketing manager must have excellent communication and\xa0leadership skills especially in developing methods to establish brand awareness and improve the company's image in the global markets"", 'An international marketing manager is responsible for maximizing the company’s international market share and profits. Working in the field of global marketing requires being aware of global market trends and developing products that meet international demands. Global marketing managers also work to establish competitive and profitable pricing strategies. They work to develop a marketing plan that will work globally']","['Medical Background (Pharmacy, Dental, Veterinary or Medical) Graduate', 'Relevant experience in INTERNATIONAL marketing (beyond local market in Egypt', 'Proven success story in establishing suppliers & customers network in African, Europe & Asian markets', 'years of experience with OTC, VMS & Generic products in INTERNATIOL markets', 'Strong ability to develop plans & lead their implementation with hands on experience & actual contribution', 'Solid financial & commercial feasibility studies experience from market research up to conclusions & recommendations for realistic business opportunities', 'Superior Communication skills internally with other departments & externally with various parties', 'Outstanding creative acumen to both provide new ideas & unique campaigns in addition to finding multiple alternatives for getting the job done with using the available resources and optimizing return on investment']"
619,Senior Test Automation Engineer (Selenium/C,Expleo,"Maadi, Cairo", Egypt,['Full Time'],Entry Level,"['Works on multiple phases of a project and/or multiple small projects of moderate scope and sometimes complex assignments', 'Takes responsibility for a certain area and conditions as well as results evaluation, problem resolution and planning', 'Selects appropriate standards, methods, tools and applications for project use', 'Applies data analysis and data modelling techniques to modify or maintain a data structure and its associated components (entity descriptions, relationship descriptions, attribute definitions', 'Creates and executes basic non-functional test scripts following a given set of guidelines and sets up test environments, data and monitors', 'Designs, codes, tests and documents simple programs or scripts and assists in the implementation of software which forms part of a properly engineered system', 'Co-ordinates the information gathering and reporting process, conducting research to define problems and preparing responses to anticipated questions', 'Accurately identifies project risks and reports effectively to relevant stakeholders. Manages issues, risks, actions, dependencies, and defects to the success of the project', 'Creates traceability records, from test cases back to requirements', 'Report on system quality and collects metrics on test cases', 'Produces test scripts, materials and regression test packs to test new and amended software or services', 'Maintains the status of project and provides guidance to the work of junior team members, works across teams to achieve group goals']","['Professional attitude, has developed a reputation as a trusted advisor', 'Good client-facing skills, experience in developing partnerships with the team and client and collaborating with others to exceed client expectations', 'Good problem solving skills, has experience in proposing different options and solutions for approaching and resolving issues', 'Adaptable and responds positively to changing business issues, sees change as an opportunity to improve performance', 'Excellent communication skills, adapts style accordingly and demonstrates an understanding of the audience’s perspective. Uses discretion when dealing with sensitive information']"
620,Senior Pre-Sales Officer,Integrated Technology Group,Cairo, Egypt,['Full Time'],Experienced,"['As part of the Business Development Department, the Senior Pre‐Sales will supports sales productivity and deal flow by securing the “technical close” in complex solutions', 'The Senior Pre‐Sales collaborates with sales, service, engineering, and technical support resources to ensure proposed deals include technical solutions that accurately address client needs, and are appropriately supported by key client technical decision‐makers', 'Keep track of deadlines and other important dates related to RFPs and demos', 'Continuously update all required products materials and Demos to fulfil clients’ needs', 'Updated markets research for all competitors with the required analysis needed against ITG products']","['years of experience of Presales', 'Excellent command of written and spoken English', 'Proven technology skills, outstanding interpersonal abilities, and strong written and verbal communication skills', 'Ability to gather, organize, interpret and collate data from multiple sources', 'Attention to detail, plus analytical and problem-solving capabilities', 'Positive, service-oriented personality', 'Willingness to travel']"
621,Senior Java Backend Developer - For USA (Remotely,Mobile Wave,"Nasr City, Cairo", Egypt,['Full Time'],Experienced,"['Looking for a \xa0Backend / Middleware Developer (Mid-Senior level) using Java, with 7+ years of experience']","['years of software development experience in Java', 'years of using Spring', 'Experience with developing REST based API’s', 'Experience building highly available, high performance, mission-critical Java software applications', 'Experience with NoSQL data stores, Hadoop, MongoDB or Cassandra is a big plus', 'Experience with developing micro-service-oriented applications', 'Experience using Git and understanding of Git workflows', 'Solid understanding of application security, best practices', 'Unit/integration testing', 'Familiar with CI/CD', 'Familiar with containers / Kubernetes / cloud deployments', 'Optional) Experience with C/C', 'Optional) Experience implementing complex data analysis algorithms']"
622,Senior Java Developer - Banha,ARROW Electronics,"Banha, Qalubia", Egypt,['Full Time'],Experienced,"['Implement, debug, configure, build, deploy and test applications', 'Implement: implement new requirements, handle change requests, and fix bugs for different releases. Should deliver a high-quality and functioning code', ""Debug: ability to track and debug the code to easily figure out issues' root causes"", 'Configure: put configuration layering, change application configuration on different environments, and maintain and manage different configuration files', 'Build: knowledge of\xa0 how to write build scripts (e.g. using ant or maven) and how to configure nightly building tools (e.g. Jenkins', 'Deploy deployment automation, how to easily deploy applications on different environments and operating systems', 'Test: writing unit tests, knowledge of unit tests frameworks (Junit, TestNG), and working with test-driven methodology', 'Technical design, decision making, analysis, and research', 'Design: participate, propose and find the most suitable solutions using design, enterprise, or architectural patterns. A software engineer should have knowledge of different development methodologies and practices (e.g. TDD, extreme programming, pair programming, n-tier architecture', 'Decision making: help the team leaders and managers in technical decision making (e.g. most preferred UI technologies that best match a specific problem statement', 'Analysis and research: stay updated with new technologies and solutions for different problems, quick research is required', 'Ability to quickly analyze and provide solutions to business and technical problems', 'Task breaking down, setting tasks priorities, using JIRA, task estimation, and following releases policies and rules', 'Setting priorities: discuss and understand priorities with the leader', 'JIRA: regular access and updates on JIRA, guiding other team members about how to use JIRA', 'Task break down: distinguish and understand the difference between epics, stories, and tasks. Breaking tasks into smaller tasks as possible as could be', 'Estimation: provide roughly and almost accurate estimates for the assigned tasks, stick to due dates and meet the deadlines, estimating according to the smallest tasks in a given sprint', 'Other teams support and collaborate, training', 'Collaborate not only within the team but with other teams', 'Support and help could be required including shifting between teams in different releases', 'Training and guidance: knowledge transfer, training sessions, and guiding other colleagues']","['years of experience in Java software development', 'Bachelor’s degree in Computer Science or equivalent education in the form of work experience at similar technology positions', 'Technical skills required', 'Strong knowledge of AngularJS V2 or plus and NodeJS', 'OOP concepts and design patterns', 'Continuous Integration', 'JSE/J2SE', 'Application Servers (Apache Tomcat, and one of the enterprise application servers e.g. WebLogic, JBoss, WebSphere, Glassfish, OC4J', 'JavaScript (Basics, AJAX', 'Database (Native SQL, DB design and ERD, Oracle, MySQL', 'ORM (JPA, Hibernate', 'Web Services (REST and SOAP web services basics', 'Clean Code (Code quality standards', 'Unit Test and frameworks (Junit', 'XML (XSD, DTD, XML', 'Build Tools (Maven', 'Source/Revision Control (GIT or SVN', 'Preferred to have', 'GWT', 'Big Data (Hadoop, Hive, Sqoop, any NoSQL database like Hbase or MongoDB', 'Search Frameworks (Apache Solr, ElasticSearch', 'General (Security, Aspect Oriented', 'Issue Tracking\xa0\xa0 (JIRA']"
623,Senior Programmer,Limbic Entertainment (Cairo Office,"Heliopolis, Cairo", Egypt,['Full Time'],Experienced,"['Planning and implementing gameplay functionalities', 'Working on and contributing to our Unreal Engine version', 'Improving and controlling the game performance', 'Creating and estimating tasks and user stories', 'Maintaining the product and providing bug fixes', 'Evaluating new technologies and plugins', 'Being the main contact person for other programmers providing support and training', 'Communicating with and supporting other departments']","['Several years of experience in game development, preferably PC/Console games', 'Several released products', 'Professional experience with Unreal Engine is a plus', 'Advanced C++ skills and well acquainted with Visual Studio', 'Familiar with CPU and GPU performance analysis tools eg. PIX, UE4 Profiler, NSight, Intel Frame Analyzer', 'Experienced in development environments, standards and technologies such as OOP, Design Patterns, Test Driven Development, UML, etc', 'Deep comprehension of code and data optimization to improve performance and memory usage', 'Quick familiarization with big code bases and maintenance of third party code', 'A problem solver with a positive attitude towards complex problems', 'High affinity to games, internet and emerging technologies', 'Fluent in English']"
624,HR Payroll & Compensation Specialist,NEXtCARE,"New Cairo, Cairo", Egypt,['Full Time'],Experienced,"['The Payroll and Compensation Specialist – HR\xa0is involved with the development and implementation of all Human Resources activities in the company especially the Payroll and Personnel Function.\xa0 The Payroll Specialist – HR\xa0 \xa0develops, advises on, and implements policies relating to the effective use of personnel. Will be responsible for HR Operational areas such as payroll, and leave management. The incumbent will involve and direct actions to satisfy the manpower requirements, as well as employee welfare activities for the company', 'The Payroll and Compensation Specialist – HR\xa0 will coordinate closely with functions within the department as well as with other departments across the company and ensure compliance with NEXtCARE and HR policies and procedures']","[""Bachelor's Degree in any relevant area of specialization with certifications in HR"", 'years of Human Resource experience (Payroll and Personnel, Employee Relations, Compensation, and Benefits', 'Sound knowledge of local HR systems and requirements', 'Experience in working with senior managers and understanding the necessity to act pleasantly and courteously and to be able to work effectively with others', 'Fluency in MS Office (Excel, Word, Outlook, PowerPoint) and general internet navigation and research skills']"
625,Planning & Cost Control Engineer,ECS - Energy & Contracting Solutions,Cairo, Egypt,['Full Time'],Experienced,"['Prepare Baselines & Tender schedules', 'Monitoring Engineering, Procurement & construction schedule on site', 'Attending weekly progress meeting', 'Preparing update schedule, progress & delay analysis reports', 'Recording any variations between the baseline and the update', 'Providing corrective actions to take place on site to be ahead schedule', 'Coordinate with all of site teams’ managers to achieve the targeted plans', 'Coordinate with the contractors & sub-contractors on site', 'Suggest mitigation plans and recovery procedures as per point of view to be implemented and discussed properly with project manager and the concerned departments', 'Receive the budgets and BOQ including selling prices of projects predefined', 'Restructure the budget to the needed format to control the cost of the project', 'Receive the project’s MR to review and approve then send it to the supply chain department', 'Receive project’s PO to review and approve that prices are within the budget', 'Assign and allocate the actual cost of the project', 'Update project’s selling price', 'Handle all required data to the manager to prepare the monthly cost report']","['Mechanical/Electrical/Civil Engineering Bachelor’s degree', 'Experience : 3-6 years of experience in construction industry', 'Solid experience in Primavera']"
626,Software Test Engineer | API Testing,Expleo,"Maadi, Cairo", Egypt,['Full Time'],Entry Level,"['Works on multiple phases of a project and/or multiple small projects of moderate scope and sometimes complex assignments', 'Takes responsibility for a certain area and conditions as well as results evaluation, problem resolution and planning', 'Selects appropriate standards, methods, tools and applications for project use', 'Applies data analysis and data modelling techniques to modify or maintain a data structure and its associated components (entity descriptions, relationship descriptions, attribute definitions', 'Creates and executes basic non-functional test scripts following a given set of guidelines and sets up test environments, data and monitors', 'Designs, codes, tests and documents simple programs or scripts and assists in the implementation of software which forms part of a properly engineered system', 'Co-ordinates the information gathering and reporting process, conducting research to define problems and preparing responses to anticipated questions', 'Accurately identifies project risks and reports effectively to relevant stakeholders. Manages issues, risks, actions, dependencies, and defects to the success of the project', 'Creates traceability records, from test cases back to requirements. Can report on system quality and collects metrics on test cases', 'Produces test scripts, materials and regression test packs to test new and amended software or services', 'Maintains the status of project and provides guidance to the work of junior team members,works across teams to achieve group goals']","['Bachelor’s Degree in Computer Science, Information Systems, or other related field, or equivalent work experience', 'Excellent/Fluent Command in written and spoken English language', 'Experience 1 - 3 years in API testing', 'ISTQB Foundation', 'Additional course or certification in Quality Engineering (Preferred', 'API Testing (Postman or Soap UI']"
627,Supply Planner- Africa & Middle East,Guardian Glass,"th of Ramadan City, Sharqia", Egypt,['Full Time'],Experienced,"['Understand where we can produce each product and what are products that are part of Guardian portfolio (regional level', 'Develop an operationally and financially optimized capacity plan that is developed, considering customer requirements, inventory levels, available capacity, and any dependent demand. Material and other constrains must the consider when they apply', 'Measure performance to identify risks and/or opportunity in production plan', 'Evaluate best alternatives to supply a given demand – make our buy options', 'Understand if there will be potential need to increase capacity, either by drive potential CAPEX and/or shift pattern change', 'Having excess of supply, process the most economical alternatives to mitigate additional cost', 'Evaluate scenario for mid-long-term planning to support demand and risk /opportunities scenarios', 'Evaluate the propose best alternatives to support the business strategy, maximizing the value', 'Define inventory strategy based on service proposition exception and/or indicate tradeoffs', 'Embed new product introduction plans and its development into production plans', 'Plan, organize and lead the supply revision meeting to validate and/or adapt operational assumptions, including major capital investments plans or maintenance plans that will impact production output', 'Plan, organize and lead the Pre-S&OP at regional /sub regional level', 'Provide the operational assumptions and data for FP&A to complete the financial', 'Ensure that any short-term decision is not impacting the long-term plan', 'Measure, analyze and report key process metrics on the supply side for the S&OP, and monitor adherence to KPIs, using them also as an input to improve assumptions on the production scenarios', 'Ensure proper system parameter are updated to support the planning functionalities for Guardian’s planning tools']","['Strong Analytical thinking connecting demand and supply alternatives', 'Strong operations knowledge and theory of constrains', 'Planning capability', 'Develop creative solutions to complex problems', 'Communication – written and oral and presentation', 'Proficiency using technology tools in the organization including planning and reporting', 'Proficiency in excel for analytical support (if required', 'Economical and strategical thinking', 'Collaboration – ability to work with diverse profiles and high-performing teams', 'Capability to influence, building relationships with key stakeholders, coaching and training when necessary', 'Capability to gather and work with data, translating into high level analysis to drive business decision']"
628,Purchasing Manager,Al-Rowad for Plastic Pipes,"th of Ramadan City, Sharqia", Egypt,['Full Time'],Manager,"['Manage the purchasing process including the buying and distributions aspects of the company', 'Develop, lead and execute purchasing strategies', 'Handle contract negotiations with vendors and suppliers', 'Craft negotiation strategies and close deals with optimal terms', 'Analyze existing purchasing processes for performance', 'Forecast price and market trends to identify changes of balance in buyer-supplier power', 'Perform cost and scenario analysis, and benchmarking', 'Assess, manage and mitigate risks', 'Seek and partner with reliable vendors and suppliers', 'Determine quantity and timing of deliveries', 'Monitor and forecast upcoming levels of demand']","['Proven working experience as Purchasing Manager(at least 5 years', 'Familiarity with sourcing and vendor management', 'Interest in market dynamics along with business sense', 'A knack for negotiation and networking', 'Prior experience working in the purchasing department in the same industry required', 'Ability to gather and analyses data and to work with figures', 'Solid judgement along with decision making skills', 'Excellent verbal and written communication skills', 'BS degree in supply chain management, logistics or business administration']"
629,Software Technical Lead,Reach,"New Cairo, Cairo", Egypt,"['Full Time', 'Work From Home']",Manager,"['Technically manage and lead the development team', 'Controlling all stages of the development life cycle, including initial analysis, implementation, integration, testing, debugging, data validation, and support', 'Drafting analytical reports on user requirements and new task requirements and their impact on the internal workflow', 'Ensuring that all aspects of the project are completed as planned', 'Staying up-to-date with the latest software development technologies and methodologies to develop internal work', 'Coaching, guiding, and providing regular feedback to the team to enable successful outcomes', 'Being a active between the team, the management, and the business unit']","['Experience in Node JS , Laravel and React JS', 'Experience with AWS services', 'years of Experience in Node JS , Laravel and React JS', 'years of Experience in AWS services', 'years of Experience in leading and mentoring\xa0 teams', 'Able to manage Jira board with scrum master , understands business requirements', 'Experienced in code review']"
630,OD Specialist,Knoz Elhekma Company,Cairo, Egypt,['Full Time'],Experienced,"['Update and maintain the Company organizational structure, and job descriptions to ensure effective identification of responsibilities, objectives, requirements and competencies of the functions', 'Execute all recruitment activities; screen candidate resumes/job applications, conduct interviews using reliable recruiting and selection tools and in-line with the company recruitment policy and procedures; maintain data base updated to acquire new highly skilled professionals for the needed positions', 'Conduct awareness sessions with regard to performance management cycle; follow up evaluations completion and one to one feedback session', 'Identify employees training needs with reference to performance deficiencies; collect annual training needs from managers; and perform the needed coordination related to training execution; maintain proper training records on the system', 'Prepare and submit periodic reports related to OD programs and activities (PA analysis – KPIs readings -\xa0 monthly training reports – employee turnover - Surveys results - .etc', 'Develop and conduct effective induction program for new joiners', 'Prepare, maintain & develop policies and procedures concerning HR Development aligned with company & corporate. Attend internal & external audits and perform retainable archiving for documents, applied forms and SOPs to guarantee effective, continuous improvement of human resources development activities and compliance with performance standards']","['Bachelor degree in any relevant field of education', 'From 2 to 4 years of experience in relevant field', 'Post graduate studies/ diploma in HR is Preferable', 'Solid Recruitment & talent acquisition experience is required', 'Outstanding MS office skills', 'Business Writing - Focus on results - Analytical thinking - Flexibility & Problem solving']"
631,BI Engineer,Blackstone Eit,Alexandria, Egypt,"['Full Time', 'Work From Home']",Experienced,"['Experience in the area of Business Intelligence (ideally Microsoft BI Stack e.g. Power BI, SQL Server, Analysis Services, SSIS', 'Experience in Data Warehouse modelling and design patterns e.g. Star Schema', 'Working knowledge of Microsoft SQL language (T-SQL', 'Experience in\xa0developing/maintenance of\xa0ETL processes', 'Knowledge of Microsoft Data Analysis Expressions (DAX) will be a clear plus', 'Nice to have: Python or R for data analysis and engineering']","['Should be open to work with a Bank Client', 'Should have their own laptop', 'Should have 4+ years relevant experience', 'Should be available to join us maximum by 4 weeks notice']"
632,Store Keeper,SABA,Cairo, Egypt,['Full Time'],Experienced,"['Maintain receipts, records, and withdrawals of the stockroom', 'Receive, unload, and shelve supplies', 'Perform other stock-related duties, including returning, packing, pricing, and labeling supplies', 'Inspect deliveries for damage or discrepancies; report those to accounting for reimbursements and record keeping', 'Rotate stock and coordinate the disposal of surpluses', 'Ensure adequate record keeping and manage all documentation to confirm proper stock levels and maintain inventory control', 'Coordinate the handling of freight, the movement of equipment, and necessary minor repairs']","['Knowledge of proper bookkeeping and inventory management', 'Familiarity with standard concepts and best practices in a stockroom or warehouse environment', 'Analytical mind with ability to make accurate mathematical computations', 'Excellent written and verbal communication skills', 'Competencies in data entry, analysis, and management', 'Keen attention to detail and ability to effectively manage time', 'Ability to safely and legally operate a forklift', 'Skills to operate common office equipment', 'Minimum of a high school diploma or equivalent', 'years of experience in store-keeping, inventory control, or record-keeping', ""Valid driver's license and willingness to acquire and maintain forklift certification"", 'Physical ability to frequently lift and carry materials weighing up to 25 pounds, and occasionally up to 50 lbs']"
633,"Full Stack Developer (.NET core , Angular",Smart IT,"Nasr City, Cairo", Egypt,['Full Time'],Experienced,"['Expertise in both Back-End and Front-End Development', 'Participate in the required verification and analysis', 'Participate in technical design and functional specification reviews', 'Collaborate with other software developers, business analysts and software architects to plan, design, develop, test, and maintain business applications', 'Design, develop, troubleshoot, debug, implement, and unit test software products and solutions in accordance with established standards', 'Participate in code reviews to ensure adherence to coding standards', 'Apply basic professional knowledge related to software engineering processes and tools used within the team', 'Research, evaluate and recommend software tools']","['A minimum of a Bachelor’s degree in one of the following areas', 'Computer Science', 'Information Systems', 'Computer/ Electrical/ Communication Engineering']"
634,Delivery Operations Supervisor,Seoudi Supermarket,Giza, Egypt,['Full Time'],Manager,"['Lead the operations team', 'Enhance on KPIs of the Area', 'Ensure proper staffing', 'Report issues that affect our customer experience', 'Manage the stock balance to insure minimal spoilage and maximum sales', 'Reduce operational costs', ""Monitor the team's compliance with operational policies and keeping up to date with the progress of administrative duties"", 'Evaluate the performance of your assigned employees, delivering positive and/or negative feedback, and address any shortcomings']","['Proven work experience in the relevant department', 'Strong project management, administrative management, and organizational skills', 'Experience in implementing operational processes', 'Strong Leadership and operations management skills', 'Very detail-oriented']"
635,Media Operation Manager,Confidential,Cairo, Egypt,['Full Time'],Manager,"[""Responsible for the company's brand promotion, the operation and maintenance management of the official website background"", 'Cooperate with the local market self-media strategy promotion, the formulation and implementation of operational strategies', 'Execute and manage related content, planning, topic selection, execution, and drafting of the self-media platform, and grasp the overall style and development direction', 'Analyze and grasp the needs of customers, adjust the content framework of the self-media platform according to the needs of the market and give opinions', ""Use professional operation data analysis tools to analyze fans' social media operation indicators, improve operation efficiency and effect, and output reports"", 'According to the development of the self-media platform, plan and organize promotion activities', 'Keep abreast of the latest information in the industry and provide the team with high-quality content reference']","['Minimum 5 years of experience', 'Fluent English', 'Fintech experience is a Must']"
636,Head Of Marketing,MATN SOLUTIONS,"Downtown, Cairo", Egypt,['Full Time'],Senior Management,"['Connect the company`s vision with all stakeholders', 'Build, plan and implement the overall digital marketing strategy', 'Manage the strategy', 'Stay up to date with the latest technology and best practices', 'Build an inbound marketing plan', 'Anticipate sales performance trends', 'Research competition, investigate benchmarks, and provide suggestions for improvement', 'Build a competent Digital Marketing Team', 'Staff the new Marketing members in the right place with the smart tools', 'Train and coach the Marketing member and give the help for them', 'Measure ROI and KPIs', 'Manage and oversee different digital marketing channels', 'Prepare and manage digital marketing budget', ""Oversee all the company's social media accounts"", 'Measure and manage online content', 'Track SEO and Google Analytics data and make complex analysis', 'Organize and lead the digital marketing team']","['An unparalleled personal and professional improvement as our longer-term objective is to train the next generation of leaders for our future internet ventures', 'The opportunity to be part of a team full of talented people with the best backgrounds', 'Action oriented and results oriented', 'Budget-management skills and proficiency', 'Coaching and development of members of the team', 'Desired background and experience skills', 'Evidence of working to strict deadlines on multiple projects; independently or within a team']"
637,Technical Line Manager,Chema industries,Cairo, Egypt,['Full Time'],Manager,"[""Select, handle and follow up the development of new pesticides / Fertilizers based on market evaluation and suppliers' viability of new projects"", 'Define and implement an annual trials plan to evaluate current and future products portfolio', 'Build up a network with growers, farmers and clients who will accommodate trials', 'Submit the final trial reports and the recommendations and share it with the sales manager after data collection and gathering', 'Submit trial results to respective suppliers', 'Promote new selected pesticides / Fertilizers in the local market by distributing samples to salesmen and to farmers in coordination with the Sales Manager and Visit key farmers and dealers to check on the trials’ results', 'Prepare technical handouts, posters, brochures and pesticide catalogs for Chema products, and write technical publications and reports for advertisement in local magazines', 'Organize and conduct monthly meetings with the Sector / Sales Managers and salesmen to check on the workflow', 'Participate in the preparation of the pesticides forecast for the 5 sectors and agree with the concerned Sales Manager on the final forecast', ""Collaborate with the Sales Manager to reinforce the salesmen's pesticides /\xa0Fertilizer sales"", 'Prepare the pesticide order plan for the whole year per supplier in coordination with the Management', 'Follow up on orders’ confirmation with the Logistics Assistant', 'Prepare pesticides /\xa0Fertilizers marketing plan by area and discuss it with the Sales Manager and the salesmen', 'Prepare marketing studies and share it with CCO to ensure optimal marketing data', 'Follow up the implementation of the marketing plan in all targeted areas', 'Prepare the yearly budget for registration and importation', 'Suggest to the CCO prices based on proper analysis of the competition and margins to distributors', 'Discuss new product introduction with the CCO Manager', 'Responsible of the technical training to the technical and marketing team and company distributors', 'Monitor the stock inventory and stock rotation and ensure that the purchase of products is done on time', 'Ensure that all the products received are in good condition and have a high-quality standard', 'Follow up with Sales Managers the possible claims concerning the technical quality of the products and help resolve the possible related problems', 'Handle and ensure the registration of the pesticides and fertilizers at the Ministry of Agriculture according to local legislation', 'Act as technical support to the sales force when needed', 'Handle the preparation of the product labels according to the official norms and regulations, as well as the development of spray programs and products’ anti-counterfeit measures', 'Ensure compliance with local laws and adherence to government legislation']",[]
638,Detailing Engineer – Steel Structure,Saudi-firmness,"Katameya, Cairo", Egypt,['Full Time'],Experienced,"['Applies engineering principles to analysis; designs modify or develop the structural system, members, and connections', 'Analyzes engineering proposals and related technical data pertaining to the structural systems, members, and connections', 'Develops designs and details considering costs, material availability, time limitations, company planning, and other economical factors', 'Prepares or directs preparation of design and detailed drawing, and material take-off(s', 'Analyses the design and reports to determine if the design meets functional and performance specifications', 'Carries out a review of design and details on materials fabrication time, constructability, and erectability', 'Analyzes and resolves work problems or assists Estimators and Quantity Surveyors', 'Recommends measures to improve efficiency, quality of Engineering, and design']","[""Bachelor's\xa0degree in\xa0Civil/ Structural\xa0Engineering"", 'Thorough\xa0knowledge\xa0of\xa0Design,\xa0Detailing\xa0of\xa0Steel\xa0Structural\xa0Design,\xa0Detailing,\xa0Codes&Standards,\xa0and references', 'Knowledge\xa0of\xa0DesignCalculation\xa0and\xa0drawing process,\xa0checking\xa0process, correcting\xa0process,\xa0and\xa0revising\xa0processing\xa0steel\xa0structural\xa0design\xa0and\xa0drafting', 'Fully\xa0conversant\xa0with\xa0computer\xa0software and\xa0equipment\xa0applicable\xa0for\xa0structural\xa0analysis\xa0and\xa0design', 'Capable of Computer Aided Drafting (CAD) and Equipment. 3-D modeling is desirable', 'Capable of detailing in Tekla & Advance Steel', 'Awareness\xa0of\xa0Quality\xa0Assurance\xa0&\xa0Control\xa0(QA\xa0&\xa0QC);\xa0Health,\xa0Safety&\xa0Environment\xa0Requirements\xa0in\xa0Design\xa0&\xa0Constructions', 'Professional\xa0passion\xa0and\xa0drive', 'Analytical\xa0and\xa0problem-solving\xa0skills', 'Sound\xa0industry knowledge', 'Technology\xa0awareness', 'Customer\xa0focus', 'Creativity\xa0and\xa0innovation', 'Commitment\xa0to\xa0Quality']"
